country,sector,year,n_observations,mean_emissions,std_emissions,cv,p10,p25,p50,p75,p90,p90_p10_ratio,gini,min,max
Hungary,32 Manufacture of ceramics,2018.0,2,334027.0,0.0,0.0,334027.0,334027.0,334027.0,334027.0,334027.0,1.0,0.0,334027.0,334027.0
Hungary,32 Manufacture of ceramics,2019.0,2,339618.0,0.0,0.0,339618.0,339618.0,339618.0,339618.0,339618.0,1.0,0.0,339618.0,339618.0
Hungary,32 Manufacture of ceramics,2020.0,2,270321.0,0.0,0.0,270321.0,270321.0,270321.0,270321.0,270321.0,1.0,0.0,270321.0,270321.0
Hungary,32 Manufacture of ceramics,2021.0,2,296101.0,0.0,0.0,296101.0,296101.0,296101.0,296101.0,296101.0,1.0,0.0,296101.0,296101.0
Hungary,32 Manufacture of ceramics,2022.0,2,260782.0,0.0,0.0,260782.0,260782.0,260782.0,260782.0,260782.0,1.0,0.0,260782.0,260782.0
Hungary,32 Manufacture of ceramics,2023.0,2,155622.0,0.0,0.0,155622.0,155622.0,155622.0,155622.0,155622.0,1.0,0.0,155622.0,155622.0
Hungary,33 Manufacture of mineral wool,2015.0,2,28771.0,0.0,0.0,28771.0,28771.0,28771.0,28771.0,28771.0,1.0,0.0,28771.0,28771.0
Hungary,33 Manufacture of mineral wool,2016.0,2,28271.0,0.0,0.0,28271.0,28271.0,28271.0,28271.0,28271.0,1.0,0.0,28271.0,28271.0
Hungary,33 Manufacture of mineral wool,2017.0,2,28418.0,0.0,0.0,28418.0,28418.0,28418.0,28418.0,28418.0,1.0,0.0,28418.0,28418.0
Hungary,33 Manufacture of mineral wool,2018.0,2,27983.0,0.0,0.0,27983.0,27983.0,27983.0,27983.0,27983.0,1.0,0.0,27983.0,27983.0
Hungary,33 Manufacture of mineral wool,2019.0,2,24572.0,0.0,0.0,24572.0,24572.0,24572.0,24572.0,24572.0,1.0,0.0,24572.0,24572.0
Hungary,33 Manufacture of mineral wool,2020.0,2,24879.0,0.0,0.0,24879.0,24879.0,24879.0,24879.0,24879.0,1.0,0.0,24879.0,24879.0
Hungary,33 Manufacture of mineral wool,2021.0,2,28852.0,0.0,0.0,28852.0,28852.0,28852.0,28852.0,28852.0,1.0,0.0,28852.0,28852.0
Hungary,33 Manufacture of mineral wool,2022.0,2,35931.0,0.0,0.0,35931.0,35931.0,35931.0,35931.0,35931.0,1.0,0.0,35931.0,35931.0
Hungary,33 Manufacture of mineral wool,2023.0,2,41370.0,0.0,0.0,41370.0,41370.0,41370.0,41370.0,41370.0,1.0,0.0,41370.0,41370.0
Hungary,35 Production of pulp,2020.0,2,268.0,0.0,0.0,268.0,268.0,268.0,268.0,268.0,1.0,0.0,268.0,268.0
Hungary,35 Production of pulp,2021.0,2,9818.0,0.0,0.0,9818.0,9818.0,9818.0,9818.0,9818.0,1.0,0.0,9818.0,9818.0
Hungary,35 Production of pulp,2022.0,2,5815.0,0.0,0.0,5815.0,5815.0,5815.0,5815.0,5815.0,1.0,0.0,5815.0,5815.0
Hungary,35 Production of pulp,2023.0,2,10172.0,0.0,0.0,10172.0,10172.0,10172.0,10172.0,10172.0,1.0,0.0,10172.0,10172.0
Hungary,36 Production of paper or cardboard,2015.0,2,38671.0,0.0,0.0,38671.0,38671.0,38671.0,38671.0,38671.0,1.0,0.0,38671.0,38671.0
Hungary,36 Production of paper or cardboard,2016.0,2,40749.0,0.0,0.0,40749.0,40749.0,40749.0,40749.0,40749.0,1.0,0.0,40749.0,40749.0
Hungary,36 Production of paper or cardboard,2017.0,2,414735.0,0.0,0.0,414735.0,414735.0,414735.0,414735.0,414735.0,1.0,0.0,414735.0,414735.0
Hungary,36 Production of paper or cardboard,2018.0,2,364440.0,0.0,0.0,364440.0,364440.0,364440.0,364440.0,364440.0,1.0,0.0,364440.0,364440.0
Hungary,36 Production of paper or cardboard,2019.0,2,403129.0,0.0,0.0,403129.0,403129.0,403129.0,403129.0,403129.0,1.0,0.0,403129.0,403129.0
Hungary,36 Production of paper or cardboard,2020.0,2,349193.0,0.0,0.0,349193.0,349193.0,349193.0,349193.0,349193.0,1.0,0.0,349193.0,349193.0
Hungary,36 Production of paper or cardboard,2021.0,2,303625.0,0.0,0.0,303625.0,303625.0,303625.0,303625.0,303625.0,1.0,0.0,303625.0,303625.0
Hungary,36 Production of paper or cardboard,2022.0,2,325754.0,0.0,0.0,325754.0,325754.0,325754.0,325754.0,325754.0,1.0,0.0,325754.0,325754.0
Hungary,36 Production of paper or cardboard,2023.0,2,316835.0,0.0,0.0,316835.0,316835.0,316835.0,316835.0,316835.0,1.0,0.0,316835.0,316835.0
Hungary,37 Production of carbon black,2015.0,2,187479.0,0.0,0.0,187479.0,187479.0,187479.0,187479.0,187479.0,1.0,0.0,187479.0,187479.0
Hungary,37 Production of carbon black,2016.0,2,201654.0,0.0,0.0,201654.0,201654.0,201654.0,201654.0,201654.0,1.0,0.0,201654.0,201654.0
Hungary,37 Production of carbon black,2017.0,2,193056.0,0.0,0.0,193056.0,193056.0,193056.0,193056.0,193056.0,1.0,0.0,193056.0,193056.0
Hungary,37 Production of carbon black,2018.0,2,217988.0,0.0,0.0,217988.0,217988.0,217988.0,217988.0,217988.0,1.0,0.0,217988.0,217988.0
Hungary,37 Production of carbon black,2019.0,2,205935.0,0.0,0.0,205935.0,205935.0,205935.0,205935.0,205935.0,1.0,0.0,205935.0,205935.0
Hungary,37 Production of carbon black,2020.0,2,199525.0,0.0,0.0,199525.0,199525.0,199525.0,199525.0,199525.0,1.0,0.0,199525.0,199525.0
Hungary,37 Production of carbon black,2021.0,2,227430.0,0.0,0.0,227430.0,227430.0,227430.0,227430.0,227430.0,1.0,0.0,227430.0,227430.0
Hungary,37 Production of carbon black,2022.0,2,195370.0,0.0,0.0,195370.0,195370.0,195370.0,195370.0,195370.0,1.0,0.0,195370.0,195370.0
Hungary,37 Production of carbon black,2023.0,2,194194.0,0.0,0.0,194194.0,194194.0,194194.0,194194.0,194194.0,1.0,0.0,194194.0,194194.0
Hungary,41 Production of ammonia,2015.0,2,768493.0,0.0,0.0,768493.0,768493.0,768493.0,768493.0,768493.0,1.0,0.0,768493.0,768493.0
Hungary,41 Production of ammonia,2016.0,2,864224.0,0.0,0.0,864224.0,864224.0,864224.0,864224.0,864224.0,1.0,0.0,864224.0,864224.0
Hungary,41 Production of ammonia,2017.0,2,1002888.0,0.0,0.0,1002888.0,1002888.0,1002888.0,1002888.0,1002888.0,1.0,0.0,1002888.0,1002888.0
Hungary,41 Production of ammonia,2018.0,2,805238.0,0.0,0.0,805238.0,805238.0,805238.0,805238.0,805238.0,1.0,0.0,805238.0,805238.0
Hungary,41 Production of ammonia,2019.0,2,811610.0,0.0,0.0,811610.0,811610.0,811610.0,811610.0,811610.0,1.0,0.0,811610.0,811610.0
Hungary,41 Production of ammonia,2020.0,2,980681.0,0.0,0.0,980681.0,980681.0,980681.0,980681.0,980681.0,1.0,0.0,980681.0,980681.0
Hungary,41 Production of ammonia,2021.0,2,903128.0,0.0,0.0,903128.0,903128.0,903128.0,903128.0,903128.0,1.0,0.0,903128.0,903128.0
Hungary,41 Production of ammonia,2022.0,2,463041.0,0.0,0.0,463041.0,463041.0,463041.0,463041.0,463041.0,1.0,0.0,463041.0,463041.0
Hungary,41 Production of ammonia,2023.0,2,713347.0,0.0,0.0,713347.0,713347.0,713347.0,713347.0,713347.0,1.0,0.0,713347.0,713347.0
Hungary,42 Production of bulk chemicals,2015.0,2,1217923.0,0.0,0.0,1217923.0,1217923.0,1217923.0,1217923.0,1217923.0,1.0,0.0,1217923.0,1217923.0
Hungary,42 Production of bulk chemicals,2016.0,2,1057168.0,0.0,0.0,1057168.0,1057168.0,1057168.0,1057168.0,1057168.0,1.0,0.0,1057168.0,1057168.0
Hungary,42 Production of bulk chemicals,2017.0,2,1166936.0,0.0,0.0,1166936.0,1166936.0,1166936.0,1166936.0,1166936.0,1.0,0.0,1166936.0,1166936.0
Hungary,42 Production of bulk chemicals,2018.0,2,1199689.0,0.0,0.0,1199689.0,1199689.0,1199689.0,1199689.0,1199689.0,1.0,0.0,1199689.0,1199689.0
Hungary,42 Production of bulk chemicals,2019.0,2,1121990.0,0.0,0.0,1121990.0,1121990.0,1121990.0,1121990.0,1121990.0,1.0,0.0,1121990.0,1121990.0
Hungary,42 Production of bulk chemicals,2020.0,2,1166775.0,0.0,0.0,1166775.0,1166775.0,1166775.0,1166775.0,1166775.0,1.0,0.0,1166775.0,1166775.0
Hungary,42 Production of bulk chemicals,2021.0,2,1198956.0,0.0,0.0,1198956.0,1198956.0,1198956.0,1198956.0,1198956.0,1.0,0.0,1198956.0,1198956.0
Hungary,42 Production of bulk chemicals,2022.0,2,934048.0,0.0,0.0,934048.0,934048.0,934048.0,934048.0,934048.0,1.0,0.0,934048.0,934048.0
Hungary,42 Production of bulk chemicals,2023.0,2,1001495.0,0.0,0.0,1001495.0,1001495.0,1001495.0,1001495.0,1001495.0,1.0,0.0,1001495.0,1001495.0
Hungary,43 Production of hydrogen and synthesis gas,2015.0,2,116201.0,0.0,0.0,116201.0,116201.0,116201.0,116201.0,116201.0,1.0,0.0,116201.0,116201.0
Hungary,43 Production of hydrogen and synthesis gas,2016.0,2,110831.0,0.0,0.0,110831.0,110831.0,110831.0,110831.0,110831.0,1.0,0.0,110831.0,110831.0
Hungary,43 Production of hydrogen and synthesis gas,2017.0,2,132254.0,0.0,0.0,132254.0,132254.0,132254.0,132254.0,132254.0,1.0,0.0,132254.0,132254.0
Hungary,43 Production of hydrogen and synthesis gas,2018.0,2,153776.0,0.0,0.0,153776.0,153776.0,153776.0,153776.0,153776.0,1.0,0.0,153776.0,153776.0
Hungary,43 Production of hydrogen and synthesis gas,2019.0,2,155073.0,0.0,0.0,155073.0,155073.0,155073.0,155073.0,155073.0,1.0,0.0,155073.0,155073.0
Hungary,43 Production of hydrogen and synthesis gas,2020.0,2,130077.0,0.0,0.0,130077.0,130077.0,130077.0,130077.0,130077.0,1.0,0.0,130077.0,130077.0
Hungary,43 Production of hydrogen and synthesis gas,2021.0,2,153284.0,0.0,0.0,153284.0,153284.0,153284.0,153284.0,153284.0,1.0,0.0,153284.0,153284.0
Hungary,43 Production of hydrogen and synthesis gas,2022.0,2,110762.0,0.0,0.0,110762.0,110762.0,110762.0,110762.0,110762.0,1.0,0.0,110762.0,110762.0
Hungary,43 Production of hydrogen and synthesis gas,2023.0,2,181572.0,0.0,0.0,181572.0,181572.0,181572.0,181572.0,181572.0,1.0,0.0,181572.0,181572.0
Hungary,99 Other activity opted-in under Art. 24,2021.0,2,12521.0,0.0,0.0,12521.0,12521.0,12521.0,12521.0,12521.0,1.0,0.0,12521.0,12521.0
Hungary,99 Other activity opted-in under Art. 24,2022.0,2,25282.0,0.0,0.0,25282.0,25282.0,25282.0,25282.0,25282.0,1.0,0.0,25282.0,25282.0
Hungary,99 Other activity opted-in under Art. 24,2023.0,2,27670.0,0.0,0.0,27670.0,27670.0,27670.0,27670.0,27670.0,1.0,0.0,27670.0,27670.0
Iceland,10 Aviation,2015.0,2,548420.0,0.0,0.0,548420.0,548420.0,548420.0,548420.0,548420.0,1.0,0.0,548420.0,548420.0
Iceland,10 Aviation,2016.0,2,721558.0,0.0,0.0,721558.0,721558.0,721558.0,721558.0,721558.0,1.0,0.0,721558.0,721558.0
Iceland,10 Aviation,2017.0,2,816258.0,0.0,0.0,816258.0,816258.0,816258.0,816258.0,816258.0,1.0,0.0,816258.0,816258.0
Iceland,10 Aviation,2018.0,2,823044.0,0.0,0.0,823044.0,823044.0,823044.0,823044.0,823044.0,1.0,0.0,823044.0,823044.0
Iceland,10 Aviation,2019.0,2,598093.0,0.0,0.0,598093.0,598093.0,598093.0,598093.0,598093.0,1.0,0.0,598093.0,598093.0
Iceland,10 Aviation,2020.0,3,127162.66666666667,88279.36627673662,0.6942239305829013,39543.200000000004,95372.0,188420.0,189582.0,190279.2,4.811932266483239,-0.32927204350682926,2324.0,190744.0
Iceland,10 Aviation,2021.0,3,178343.33333333334,122743.32326263437,0.6882417243666767,56371.0,133757.5,262735.0,265125.0,266559.0,4.7286548047755055,-0.32737728102473995,4780.0,267515.0
Iceland,10 Aviation,2022.0,3,358197.3333333333,246420.22119046067,0.6879454374975638,113310.40000000001,268648.0,527544.0,532420.0,535345.6,4.724593682486338,-0.32728328519103056,9752.0,537296.0
Iceland,10 Aviation,2023.0,3,406686.0,279838.7971755644,0.6880954770401843,128596.8,305014.5,599044.0,604536.5,607832.0,4.726649496721536,-0.32733088645512476,10985.0,610029.0
Iceland,20 Combustion of fuels,2015.0,2,1274.0,0.0,0.0,1274.0,1274.0,1274.0,1274.0,1274.0,1.0,0.0,1274.0,1274.0
Iceland,20 Combustion of fuels,2016.0,2,5669.0,0.0,0.0,5669.0,5669.0,5669.0,5669.0,5669.0,1.0,0.0,5669.0,5669.0
Iceland,20 Combustion of fuels,2017.0,2,1755.0,0.0,0.0,1755.0,1755.0,1755.0,1755.0,1755.0,1.0,0.0,1755.0,1755.0
Iceland,20 Combustion of fuels,2018.0,2,2483.0,0.0,0.0,2483.0,2483.0,2483.0,2483.0,2483.0,1.0,0.0,2483.0,2483.0
Iceland,20 Combustion of fuels,2019.0,2,574.0,0.0,0.0,574.0,574.0,574.0,574.0,574.0,1.0,0.0,574.0,574.0
Iceland,20 Combustion of fuels,2020.0,2,419.0,0.0,0.0,419.0,419.0,419.0,419.0,419.0,1.0,0.0,419.0,419.0
Iceland,20 Combustion of fuels,2021.0,2,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,1.0,0.0,30.0,30.0
Iceland,20 Combustion of fuels,2022.0,2,48.0,0.0,0.0,48.0,48.0,48.0,48.0,48.0,1.0,0.0,48.0,48.0
Iceland,20 Combustion of fuels,2023.0,2,57.0,0.0,0.0,57.0,57.0,57.0,57.0,57.0,1.0,0.0,57.0,57.0
Iceland,20-99 All stationary installations,2015.0,2,1812042.0,0.0,0.0,1812042.0,1812042.0,1812042.0,1812042.0,1812042.0,1.0,0.0,1812042.0,1812042.0
Iceland,20-99 All stationary installations,2016.0,2,1780965.0,0.0,0.0,1780965.0,1780965.0,1780965.0,1780965.0,1780965.0,1.0,0.0,1780965.0,1780965.0
Iceland,20-99 All stationary installations,2017.0,2,1831667.0,0.0,0.0,1831667.0,1831667.0,1831667.0,1831667.0,1831667.0,1.0,0.0,1831667.0,1831667.0
Iceland,20-99 All stationary installations,2018.0,2,1854685.0,0.0,0.0,1854685.0,1854685.0,1854685.0,1854685.0,1854685.0,1.0,0.0,1854685.0,1854685.0
Iceland,20-99 All stationary installations,2019.0,2,1812708.0,0.0,0.0,1812708.0,1812708.0,1812708.0,1812708.0,1812708.0,1.0,0.0,1812708.0,1812708.0
Iceland,20-99 All stationary installations,2020.0,2,1780064.0,0.0,0.0,1780064.0,1780064.0,1780064.0,1780064.0,1780064.0,1.0,0.0,1780064.0,1780064.0
Iceland,20-99 All stationary installations,2021.0,2,1843588.0,0.0,0.0,1843588.0,1843588.0,1843588.0,1843588.0,1843588.0,1.0,0.0,1843588.0,1843588.0
Iceland,20-99 All stationary installations,2022.0,2,1875076.0,0.0,0.0,1875076.0,1875076.0,1875076.0,1875076.0,1875076.0,1.0,0.0,1875076.0,1875076.0
Iceland,20-99 All stationary installations,2023.0,2,1812530.0,0.0,0.0,1812530.0,1812530.0,1812530.0,1812530.0,1812530.0,1.0,0.0,1812530.0,1812530.0
Iceland,21-99 All industrial installations (excl. combustion),2015.0,2,1810768.0,0.0,0.0,1810768.0,1810768.0,1810768.0,1810768.0,1810768.0,1.0,0.0,1810768.0,1810768.0
Iceland,21-99 All industrial installations (excl. combustion),2016.0,2,1775296.0,0.0,0.0,1775296.0,1775296.0,1775296.0,1775296.0,1775296.0,1.0,0.0,1775296.0,1775296.0
Iceland,21-99 All industrial installations (excl. combustion),2017.0,2,1829912.0,0.0,0.0,1829912.0,1829912.0,1829912.0,1829912.0,1829912.0,1.0,0.0,1829912.0,1829912.0
Iceland,21-99 All industrial installations (excl. combustion),2018.0,2,1852202.0,0.0,0.0,1852202.0,1852202.0,1852202.0,1852202.0,1852202.0,1.0,0.0,1852202.0,1852202.0
Iceland,21-99 All industrial installations (excl. combustion),2019.0,2,1812134.0,0.0,0.0,1812134.0,1812134.0,1812134.0,1812134.0,1812134.0,1.0,0.0,1812134.0,1812134.0
Iceland,21-99 All industrial installations (excl. combustion),2020.0,2,1779645.0,0.0,0.0,1779645.0,1779645.0,1779645.0,1779645.0,1779645.0,1.0,0.0,1779645.0,1779645.0
Iceland,21-99 All industrial installations (excl. combustion),2021.0,2,1843558.0,0.0,0.0,1843558.0,1843558.0,1843558.0,1843558.0,1843558.0,1.0,0.0,1843558.0,1843558.0
Iceland,21-99 All industrial installations (excl. combustion),2022.0,2,1875028.0,0.0,0.0,1875028.0,1875028.0,1875028.0,1875028.0,1875028.0,1.0,0.0,1875028.0,1875028.0
Iceland,21-99 All industrial installations (excl. combustion),2023.0,2,1812473.0,0.0,0.0,1812473.0,1812473.0,1812473.0,1812473.0,1812473.0,1.0,0.0,1812473.0,1812473.0
Iceland,25 Production or processing of ferrous metals,2015.0,2,401844.0,0.0,0.0,401844.0,401844.0,401844.0,401844.0,401844.0,1.0,0.0,401844.0,401844.0
Iceland,25 Production or processing of ferrous metals,2016.0,2,402484.0,0.0,0.0,402484.0,402484.0,402484.0,402484.0,402484.0,1.0,0.0,402484.0,402484.0
Iceland,25 Production or processing of ferrous metals,2017.0,2,402088.0,0.0,0.0,402088.0,402088.0,402088.0,402088.0,402088.0,1.0,0.0,402088.0,402088.0
Iceland,25 Production or processing of ferrous metals,2018.0,2,403336.0,0.0,0.0,403336.0,403336.0,403336.0,403336.0,403336.0,1.0,0.0,403336.0,403336.0
Iceland,25 Production or processing of ferrous metals,2019.0,2,332149.0,0.0,0.0,332149.0,332149.0,332149.0,332149.0,332149.0,1.0,0.0,332149.0,332149.0
Iceland,25 Production or processing of ferrous metals,2020.0,2,357622.0,0.0,0.0,357622.0,357622.0,357622.0,357622.0,357622.0,1.0,0.0,357622.0,357622.0
Iceland,25 Production or processing of ferrous metals,2021.0,2,375893.0,0.0,0.0,375893.0,375893.0,375893.0,375893.0,375893.0,1.0,0.0,375893.0,375893.0
Iceland,25 Production or processing of ferrous metals,2022.0,2,361901.0,0.0,0.0,361901.0,361901.0,361901.0,361901.0,361901.0,1.0,0.0,361901.0,361901.0
Iceland,25 Production or processing of ferrous metals,2023.0,2,323557.0,0.0,0.0,323557.0,323557.0,323557.0,323557.0,323557.0,1.0,0.0,323557.0,323557.0
Iceland,26 Production of primary aluminium,2015.0,2,1408924.0,0.0,0.0,1408924.0,1408924.0,1408924.0,1408924.0,1408924.0,1.0,0.0,1408924.0,1408924.0
Iceland,26 Production of primary aluminium,2016.0,2,1369083.0,0.0,0.0,1369083.0,1369083.0,1369083.0,1369083.0,1369083.0,1.0,0.0,1369083.0,1369083.0
Iceland,26 Production of primary aluminium,2017.0,2,1400184.0,0.0,0.0,1400184.0,1400184.0,1400184.0,1400184.0,1400184.0,1.0,0.0,1400184.0,1400184.0
Iceland,26 Production of primary aluminium,2018.0,2,1398464.0,0.0,0.0,1398464.0,1398464.0,1398464.0,1398464.0,1398464.0,1.0,0.0,1398464.0,1398464.0
Iceland,26 Production of primary aluminium,2019.0,2,1381580.0,0.0,0.0,1381580.0,1381580.0,1381580.0,1381580.0,1381580.0,1.0,0.0,1381580.0,1381580.0
Iceland,26 Production of primary aluminium,2020.0,2,1363057.0,0.0,0.0,1363057.0,1363057.0,1363057.0,1363057.0,1363057.0,1.0,0.0,1363057.0,1363057.0
Iceland,26 Production of primary aluminium,2021.0,2,1370327.0,0.0,0.0,1370327.0,1370327.0,1370327.0,1370327.0,1370327.0,1.0,0.0,1370327.0,1370327.0
Iceland,26 Production of primary aluminium,2022.0,2,1360453.0,0.0,0.0,1360453.0,1360453.0,1360453.0,1360453.0,1360453.0,1.0,0.0,1360453.0,1360453.0
Iceland,26 Production of primary aluminium,2023.0,2,1406837.0,0.0,0.0,1406837.0,1406837.0,1406837.0,1406837.0,1406837.0,1.0,0.0,1406837.0,1406837.0
Iceland,28 Production or processing of non-ferrous metals,2016.0,2,3729.0,0.0,0.0,3729.0,3729.0,3729.0,3729.0,3729.0,1.0,0.0,3729.0,3729.0
Iceland,28 Production or processing of non-ferrous metals,2017.0,2,27640.0,0.0,0.0,27640.0,27640.0,27640.0,27640.0,27640.0,1.0,0.0,27640.0,27640.0
Iceland,28 Production or processing of non-ferrous metals,2018.0,2,50402.0,0.0,0.0,50402.0,50402.0,50402.0,50402.0,50402.0,1.0,0.0,50402.0,50402.0
Iceland,28 Production or processing of non-ferrous metals,2019.0,2,98405.0,0.0,0.0,98405.0,98405.0,98405.0,98405.0,98405.0,1.0,0.0,98405.0,98405.0
Iceland,28 Production or processing of non-ferrous metals,2020.0,2,58966.0,0.0,0.0,58966.0,58966.0,58966.0,58966.0,58966.0,1.0,0.0,58966.0,58966.0
Iceland,28 Production or processing of non-ferrous metals,2021.0,2,97338.0,0.0,0.0,97338.0,97338.0,97338.0,97338.0,97338.0,1.0,0.0,97338.0,97338.0
Iceland,28 Production or processing of non-ferrous metals,2022.0,2,152674.0,0.0,0.0,152674.0,152674.0,152674.0,152674.0,152674.0,1.0,0.0,152674.0,152674.0
Iceland,28 Production or processing of non-ferrous metals,2023.0,2,82079.0,0.0,0.0,82079.0,82079.0,82079.0,82079.0,82079.0,1.0,0.0,82079.0,82079.0
Ireland,10 Aviation,2015.0,2,8581188.0,0.0,0.0,8581188.0,8581188.0,8581188.0,8581188.0,8581188.0,1.0,0.0,8581188.0,8581188.0
Ireland,10 Aviation,2016.0,2,10466992.0,0.0,0.0,10466992.0,10466992.0,10466992.0,10466992.0,10466992.0,1.0,0.0,10466992.0,10466992.0
Ireland,10 Aviation,2017.0,2,11641107.0,0.0,0.0,11641107.0,11641107.0,11641107.0,11641107.0,11641107.0,1.0,0.0,11641107.0,11641107.0
Ireland,10 Aviation,2018.0,2,12432020.0,0.0,0.0,12432020.0,12432020.0,12432020.0,12432020.0,12432020.0,1.0,0.0,12432020.0,12432020.0
Ireland,10 Aviation,2019.0,2,12779954.0,0.0,0.0,12779954.0,12779954.0,12779954.0,12779954.0,12779954.0,1.0,0.0,12779954.0,12779954.0
Ireland,10 Aviation,2020.0,3,3167875.3333333335,2236785.535527912,0.706083825961137,953113.0,2375906.5,4747229.0,4749521.0,4750896.2,4.984609589838771,-0.333011771857745,4584.0,4751813.0
Ireland,10 Aviation,2021.0,3,3528636.0,2493910.5610816656,0.7067633388883596,1059619.2,2646477.0,5291240.0,5292097.0,5292611.2,4.994823800852231,-0.3332253910891094,1714.0,5292954.0
Ireland,10 Aviation,2022.0,3,6858595.333333333,4839631.378558794,0.70563010986197,2066175.4000000001,5143946.5,10273565.0,10280729.0,10285027.4,4.977809434765316,-0.33286909833399947,14328.0,10287893.0
Ireland,10 Aviation,2023.0,3,7504732.0,5295530.112094602,0.7056254789770776,2260855.8000000003,5628549.0,11241371.0,11249234.5,11253952.6,4.977740110625365,-0.3328676419683534,15727.0,11257098.0
Ireland,20 Combustion of fuels,2015.0,2,13596042.0,0.0,0.0,13596042.0,13596042.0,13596042.0,13596042.0,13596042.0,1.0,0.0,13596042.0,13596042.0
Ireland,20 Combustion of fuels,2016.0,2,14379576.0,0.0,0.0,14379576.0,14379576.0,14379576.0,14379576.0,14379576.0,1.0,0.0,14379576.0,14379576.0
Ireland,20 Combustion of fuels,2017.0,2,13437044.0,0.0,0.0,13437044.0,13437044.0,13437044.0,13437044.0,13437044.0,1.0,0.0,13437044.0,13437044.0
Ireland,20 Combustion of fuels,2018.0,2,11952318.0,0.0,0.0,11952318.0,11952318.0,11952318.0,11952318.0,11952318.0,1.0,0.0,11952318.0,11952318.0
Ireland,20 Combustion of fuels,2019.0,2,10722808.0,0.0,0.0,10722808.0,10722808.0,10722808.0,10722808.0,10722808.0,1.0,0.0,10722808.0,10722808.0
Ireland,20 Combustion of fuels,2020.0,2,10070588.0,0.0,0.0,10070588.0,10070588.0,10070588.0,10070588.0,10070588.0,1.0,0.0,10070588.0,10070588.0
Ireland,20 Combustion of fuels,2021.0,2,11609823.0,0.0,0.0,11609823.0,11609823.0,11609823.0,11609823.0,11609823.0,1.0,0.0,11609823.0,11609823.0
Ireland,20 Combustion of fuels,2022.0,2,11302848.0,0.0,0.0,11302848.0,11302848.0,11302848.0,11302848.0,11302848.0,1.0,0.0,11302848.0,11302848.0
Ireland,20 Combustion of fuels,2023.0,2,9025279.0,0.0,0.0,9025279.0,9025279.0,9025279.0,9025279.0,9025279.0,1.0,0.0,9025279.0,9025279.0
Ireland,20-99 All stationary installations,2015.0,2,16828719.0,0.0,0.0,16828719.0,16828719.0,16828719.0,16828719.0,16828719.0,1.0,0.0,16828719.0,16828719.0
Ireland,20-99 All stationary installations,2016.0,2,17738632.0,0.0,0.0,17738632.0,17738632.0,17738632.0,17738632.0,17738632.0,1.0,0.0,17738632.0,17738632.0
Ireland,20-99 All stationary installations,2017.0,2,16895726.0,0.0,0.0,16895726.0,16895726.0,16895726.0,16895726.0,16895726.0,1.0,0.0,16895726.0,16895726.0
Ireland,20-99 All stationary installations,2018.0,2,15527076.0,0.0,0.0,15527076.0,15527076.0,15527076.0,15527076.0,15527076.0,1.0,0.0,15527076.0,15527076.0
Ireland,20-99 All stationary installations,2019.0,2,14162311.0,0.0,0.0,14162311.0,14162311.0,14162311.0,14162311.0,14162311.0,1.0,0.0,14162311.0,14162311.0
Ireland,20-99 All stationary installations,2020.0,2,13296424.0,0.0,0.0,13296424.0,13296424.0,13296424.0,13296424.0,13296424.0,1.0,0.0,13296424.0,13296424.0
Ireland,20-99 All stationary installations,2021.0,2,15320020.0,0.0,0.0,15320020.0,15320020.0,15320020.0,15320020.0,15320020.0,1.0,0.0,15320020.0,15320020.0
Ireland,20-99 All stationary installations,2022.0,2,14686119.0,0.0,0.0,14686119.0,14686119.0,14686119.0,14686119.0,14686119.0,1.0,0.0,14686119.0,14686119.0
Ireland,20-99 All stationary installations,2023.0,2,12188688.0,0.0,0.0,12188688.0,12188688.0,12188688.0,12188688.0,12188688.0,1.0,0.0,12188688.0,12188688.0
Ireland,21  Refining of mineral oil,2015.0,2,358459.0,0.0,0.0,358459.0,358459.0,358459.0,358459.0,358459.0,1.0,0.0,358459.0,358459.0
Ireland,21  Refining of mineral oil,2016.0,2,313412.0,0.0,0.0,313412.0,313412.0,313412.0,313412.0,313412.0,1.0,0.0,313412.0,313412.0
Ireland,21  Refining of mineral oil,2017.0,2,310947.0,0.0,0.0,310947.0,310947.0,310947.0,310947.0,310947.0,1.0,0.0,310947.0,310947.0
Ireland,21  Refining of mineral oil,2018.0,2,321932.0,0.0,0.0,321932.0,321932.0,321932.0,321932.0,321932.0,1.0,0.0,321932.0,321932.0
Ireland,21  Refining of mineral oil,2019.0,2,274295.0,0.0,0.0,274295.0,274295.0,274295.0,274295.0,274295.0,1.0,0.0,274295.0,274295.0
Ireland,21  Refining of mineral oil,2020.0,2,300762.0,0.0,0.0,300762.0,300762.0,300762.0,300762.0,300762.0,1.0,0.0,300762.0,300762.0
Ireland,21  Refining of mineral oil,2021.0,2,294148.0,0.0,0.0,294148.0,294148.0,294148.0,294148.0,294148.0,1.0,0.0,294148.0,294148.0
Ireland,21  Refining of mineral oil,2022.0,2,308081.0,0.0,0.0,308081.0,308081.0,308081.0,308081.0,308081.0,1.0,0.0,308081.0,308081.0
Ireland,21  Refining of mineral oil,2023.0,2,286922.0,0.0,0.0,286922.0,286922.0,286922.0,286922.0,286922.0,1.0,0.0,286922.0,286922.0
