country_code,country,main activity sector name,ETS information,year,value,unit
SK,Slovakia,32 Manufacture of ceramics,2. Verified emissions,2010,46744,tonne of CO2 equ.
SK,Slovakia,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2009,64784,tonne of CO2 equ.
EE,Estonia,20 Combustion of fuels,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 2nd trading period (08-12),48749117,tonne of CO2 equ.
EE,Estonia,21  Refining of mineral oil,2.1 EU-ETS Verified Emission,Total 2nd trading period (08-12),609138,tonne of CO2 equ.
EE,Estonia,21-99 All industrial installations (excl. combustion),4. Total surrendered units,Total 2nd trading period (08-12),5546963,tonne of CO2 equ.
BE,Belgium,20-99 All stationary installations,2. Verified emissions,Total 2nd trading period (08-12),240982979,tonne of CO2 equ.
BE,Belgium,20-99 All stationary installations,3. Estimate to reflect current ETS scope for allowances and emissions,Total 2nd trading period (08-12),19253023,tonne of CO2 equ.
AT,Austria,38 Production of nitric acid,4. Total surrendered units,Total 2nd trading period (08-12),165487,tonne of CO2 equ.
AT,Austria,42 Production of bulk chemicals,4. Total surrendered units,Total 2nd trading period (08-12),229394,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 2nd trading period (08-12),18502,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 2nd trading period (08-12),9309,tonne of CO2 equ.
DK,Denmark,35 Production of pulp,1.1 Freely allocated allowances,Total 2nd trading period (08-12),30025,tonne of CO2 equ.
DK,Denmark,36 Production of paper or cardboard,4. Total surrendered units,Total 2nd trading period (08-12),70151,tonne of CO2 equ.
EE,Estonia,10 Aviation,4. Total surrendered units,Total 2nd trading period (08-12),86394,tonne of CO2 equ.
EE,Estonia,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 2nd trading period (08-12),58740381,tonne of CO2 equ.
EE,Estonia,20 Combustion of fuels,1.1 Freely allocated allowances,Total 2nd trading period (08-12),58740381,tonne of CO2 equ.
EE,Estonia,20 Combustion of fuels,4.3 Surrendered emission reduction units (ERUs),Total 2nd trading period (08-12),2035536,tonne of CO2 equ.
EE,Estonia,20-99 All stationary installations,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 2nd trading period (08-12),65580530,tonne of CO2 equ.
EE,Estonia,20-99 All stationary installations,1.2 Correction to freely allocated allowances (not reflected in EUTL),Total 2nd trading period (08-12),0,tonne of CO2 equ.
EE,Estonia,20-99 All stationary installations,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),441029,tonne of CO2 equ.
BE,Belgium,10 Aviation,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),1774950.3691470549,tonne of CO2 equ.
BE,Belgium,10 Aviation,1.3 Allowances auctioned or sold (EUAs and EUAAs),Total 2nd trading period (08-12),0,tonne of CO2 equ.
BE,Belgium,10 Aviation,4.3 Surrendered emission reduction units (ERUs),Total 2nd trading period (08-12),256942,tonne of CO2 equ.
CZ,Czechia,29 Production of cement clinker,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 3rd trading period (13-20),0,tonne of CO2 equ.
CZ,Czechia,"30 Production of lime, or calcination of dolomite/magnesite",1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 3rd trading period (13-20),7799181,tonne of CO2 equ.
DE,Germany,20 Combustion of fuels,2. Verified emissions,Total 3rd trading period (13-20),2430564374,tonne of CO2 equ.
DE,Germany,20 Combustion of fuels,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 3rd trading period (13-20),207791981,tonne of CO2 equ.
DE,Germany,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),2464779440,tonne of CO2 equ.
DE,Germany,20-99 All stationary installations,1.3 Allowances auctioned or sold (EUAs and EUAAs),Total 3rd trading period (13-20),1241917500,tonne of CO2 equ.
BG,Bulgaria,33 Manufacture of mineral wool,2. Verified emissions,Total 4th trading period (21-30),2648,tonne of CO2 equ.
BG,Bulgaria,34 Production or processing of gypsum or plasterboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 4th trading period (21-30),72881,tonne of CO2 equ.
BG,Bulgaria,34 Production or processing of gypsum or plasterboard,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),54538,tonne of CO2 equ.
BG,Bulgaria,35 Production of pulp,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 4th trading period (21-30),70097,tonne of CO2 equ.
BG,Bulgaria,35 Production of pulp,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),38941,tonne of CO2 equ.
BG,Bulgaria,36 Production of paper or cardboard,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),189715,tonne of CO2 equ.
BG,Bulgaria,38 Production of nitric acid,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 4th trading period (21-30),458003,tonne of CO2 equ.
BG,Bulgaria,38 Production of nitric acid,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),167817,tonne of CO2 equ.
BG,Bulgaria,41 Production of ammonia,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 4th trading period (21-30),1890864,tonne of CO2 equ.
BG,Bulgaria,41 Production of ammonia,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
BG,Bulgaria,44 Production of soda ash and sodium bicarbonate,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),4950930,tonne of CO2 equ.
PT,Portugal,43 Production of hydrogen and synthesis gas,1.1 Freely allocated allowances,Total 3rd trading period (13-20),276788,tonne of CO2 equ.
PT,Portugal,43 Production of hydrogen and synthesis gas,2.1 EU-ETS Verified Emission,Total 3rd trading period (13-20),503235,tonne of CO2 equ.
NO,Norway,35 Production of pulp,1.1 Freely allocated allowances,2009,246891,tonne of CO2 equ.
NO,Norway,35 Production of pulp,1.1 Freely allocated allowances,2016,243431,tonne of CO2 equ.
NO,Norway,35 Production of pulp,1.1 Freely allocated allowances,2020,223307,tonne of CO2 equ.
NO,Norway,35 Production of pulp,1.1.1 Free allocation to existing entities (Art. 10a(1)),2008,246891,tonne of CO2 equ.
NO,Norway,35 Production of pulp,1.1.1 Free allocation to existing entities (Art. 10a(1)),2016,219888,tonne of CO2 equ.
NO,Norway,35 Production of pulp,1.1.1 Free allocation to existing entities (Art. 10a(1)),2021,196933,tonne of CO2 equ.
NO,Norway,35 Production of pulp,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2016,23543,tonne of CO2 equ.
NO,Norway,35 Production of pulp,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2020,20971,tonne of CO2 equ.
NO,Norway,35 Production of pulp,2. Verified emissions,2013,177847,tonne of CO2 equ.
NO,Norway,35 Production of pulp,2. Verified emissions,2014,137051,tonne of CO2 equ.
NO,Norway,35 Production of pulp,2. Verified emissions,2015,123763,tonne of CO2 equ.
NO,Norway,35 Production of pulp,2.1 EU-ETS Verified Emission,2008,265603,tonne of CO2 equ.
NO,Norway,35 Production of pulp,2.1 EU-ETS Verified Emission,2010,241254,tonne of CO2 equ.
NO,Norway,35 Production of pulp,2.1 EU-ETS Verified Emission,2017,131550,tonne of CO2 equ.
NO,Norway,35 Production of pulp,2.1 EU-ETS Verified Emission,2018,147611,tonne of CO2 equ.
NO,Norway,35 Production of pulp,2.1 EU-ETS Verified Emission,2021,165462,tonne of CO2 equ.
NO,Norway,35 Production of pulp,2.1 EU-ETS Verified Emission,2022,183903,tonne of CO2 equ.
NO,Norway,35 Production of pulp,4. Total surrendered units,2012,165340,tonne of CO2 equ.
NO,Norway,36 Production of paper or cardboard,1.1 Freely allocated allowances,2011,211394,tonne of CO2 equ.
NO,Norway,36 Production of paper or cardboard,1.1 Freely allocated allowances,2012,211394,tonne of CO2 equ.
NO,Norway,36 Production of paper or cardboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2009,211394,tonne of CO2 equ.
NO,Norway,36 Production of paper or cardboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2011,211394,tonne of CO2 equ.
NO,Norway,36 Production of paper or cardboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2012,211394,tonne of CO2 equ.
NO,Norway,36 Production of paper or cardboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2023,214325,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2013,23392,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2014,22924,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2018,21031,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2013,0,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2017,0,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2018,5486,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2021,0,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2022,0,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2019,0,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2021,0,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2022,0,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,2. Verified emissions,2008,30295,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,2. Verified emissions,2010,30162,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,2. Verified emissions,2021,45688,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,2.1 EU-ETS Verified Emission,2012,30796,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,4. Total surrendered units,2009,28705,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,4. Total surrendered units,2016,37747,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,4. Total surrendered units,2020,42189,tonne of CO2 equ.
RO,Romania,10 Aviation,4. Total surrendered units,Total 3rd trading period (13-20),5608196,tonne of CO2 equ.
RO,Romania,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 3rd trading period (13-20),46844986,tonne of CO2 equ.
RO,Romania,20 Combustion of fuels,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 3rd trading period (13-20),16334614,tonne of CO2 equ.
RO,Romania,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),485050371,tonne of CO2 equ.
RO,Romania,20-99 All stationary installations,2. Verified emissions,Total 3rd trading period (13-20),316631843,tonne of CO2 equ.
RO,Romania,20-99 All stationary installations,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 3rd trading period (13-20),29905390,tonne of CO2 equ.
NO,Norway,27 Production of secondary aluminium,4. Total surrendered units,Total 3rd trading period (13-20),15929,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,1.1 Freely allocated allowances,2006,3048215,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,1.1 Freely allocated allowances,2009,3226312,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,1.1 Freely allocated allowances,2011,3226312,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,1.1 Freely allocated allowances,2012,3226312,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,1.1 Freely allocated allowances,2020,2499064,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,1.1.1 Free allocation to existing entities (Art. 10a(1)),2005,3081624,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,1.1.1 Free allocation to existing entities (Art. 10a(1)),2013,2484911,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,1.1.1 Free allocation to existing entities (Art. 10a(1)),2017,2309359,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,1.1.1 Free allocation to existing entities (Art. 10a(1)),2018,2154180,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,1.1.1 Free allocation to existing entities (Art. 10a(1)),2022,2027224,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2019,440343,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2021,0,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2022,0,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,2. Verified emissions,2007,3167151,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,2. Verified emissions,2016,3240705,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,2. Verified emissions,2020,3056496,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,2.1 EU-ETS Verified Emission,2006,2820834,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,2.1 EU-ETS Verified Emission,2020,3056496,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,4. Total surrendered units,2013,3223099,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,4. Total surrendered units,2014,3090764,tonne of CO2 equ.
FI,Finland,21  Refining of mineral oil,4. Total surrendered units,2015,2912592,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,1.1 Freely allocated allowances,2024,66846,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2017,0,tonne of CO2 equ.
IT,Italy,21-99 All industrial installations (excl. combustion),1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 4th trading period (21-30),152883323,tonne of CO2 equ.
IT,Italy,21-99 All industrial installations (excl. combustion),4. Total surrendered units,Total 4th trading period (21-30),101468912,tonne of CO2 equ.
IT,Italy,23 Metal ore roasting or sintering,4. Total surrendered units,Total 4th trading period (21-30),67398,tonne of CO2 equ.
IT,Italy,24  Production of pig iron or steel,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),17520322,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2018,0,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2017,0,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2018,0,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2021,0,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2022,0,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,2.1 EU-ETS Verified Emission,2019,84415,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,2.1 EU-ETS Verified Emission,2023,71614,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,4. Total surrendered units,2016,82310,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,1.1.1 Free allocation to existing entities (Art. 10a(1)),2005,1112253,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,1.1.1 Free allocation to existing entities (Art. 10a(1)),2013,920981,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,1.1.1 Free allocation to existing entities (Art. 10a(1)),2014,904622,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,1.1.1 Free allocation to existing entities (Art. 10a(1)),2015,888088,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2019,0,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2022,0,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2019,0,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2023,0,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,2. Verified emissions,2007,989417,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,2. Verified emissions,2008,1018566,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,2. Verified emissions,2016,827398,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,2. Verified emissions,2019,871058,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,2. Verified emissions,2023,663883,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,4. Total surrendered units,2009,624057,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,4. Total surrendered units,2011,882131,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,4. Total surrendered units,2012,782299,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,4. Total surrendered units,2020,850921,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,4.1 Surrendered EU allowances (EUAs and EUAAs),2021,906599,tonne of CO2 equ.
FI,Finland,29 Production of cement clinker,4.1 Surrendered EU allowances (EUAs and EUAAs),2022,885342,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",1.1 Freely allocated allowances,2006,871197,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",1.1.1 Free allocation to existing entities (Art. 10a(1)),2023,337078,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",1.1.1 Free allocation to existing entities (Art. 10a(1)),2024,336870,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2009,533993,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2011,621858,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2012,557377,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",2.1 EU-ETS Verified Emission,2005,720036,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",2.1 EU-ETS Verified Emission,2013,598383,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",2.1 EU-ETS Verified Emission,2014,583153,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",2.1 EU-ETS Verified Emission,2015,572311,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",4. Total surrendered units,2013,598383,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",4. Total surrendered units,2017,645724,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",4. Total surrendered units,2018,485799,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",4. Total surrendered units,2021,481425,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",4. Total surrendered units,2022,405539,tonne of CO2 equ.
FI,Finland,"30 Production of lime, or calcination of dolomite/magnesite",4.1 Surrendered EU allowances (EUAs and EUAAs),2009,533993,tonne of CO2 equ.
BG,Bulgaria,34 Production or processing of gypsum or plasterboard,1.1 Freely allocated allowances,Total 3rd trading period (13-20),256518,tonne of CO2 equ.
BG,Bulgaria,34 Production or processing of gypsum or plasterboard,2.1 EU-ETS Verified Emission,Total 3rd trading period (13-20),327084,tonne of CO2 equ.
BG,Bulgaria,35 Production of pulp,1.1 Freely allocated allowances,Total 3rd trading period (13-20),161456,tonne of CO2 equ.
BG,Bulgaria,10 Aviation,2. Verified emissions,Total 3rd trading period (13-20),1973584,tonne of CO2 equ.
BG,Bulgaria,10 Aviation,4.4 Surrendered Units CHU/CHUAA,Total 3rd trading period (13-20),1187,tonne of CO2 equ.
BG,Bulgaria,20 Combustion of fuels,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 3rd trading period (13-20),43803055,tonne of CO2 equ.
BG,Bulgaria,20-99 All stationary installations,1.1 Freely allocated allowances,Total 3rd trading period (13-20),118531192,tonne of CO2 equ.
PL,Poland,23 Metal ore roasting or sintering,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),3049244,tonne of CO2 equ.
PL,Poland,24  Production of pig iron or steel,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 4th trading period (21-30),0,tonne of CO2 equ.
PL,Poland,24  Production of pig iron or steel,2. Verified emissions,Total 4th trading period (21-30),7427230,tonne of CO2 equ.
PL,Poland,25 Production or processing of ferrous metals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 4th trading period (21-30),0,tonne of CO2 equ.
PL,Poland,28 Production or processing of non-ferrous metals,2. Verified emissions,Total 4th trading period (21-30),5405938,tonne of CO2 equ.
PT,Portugal,35 Production of pulp,4. Total surrendered units,Total 3rd trading period (13-20),2677948,tonne of CO2 equ.
PT,Portugal,36 Production of paper or cardboard,1.1 Freely allocated allowances,Total 3rd trading period (13-20),4939873,tonne of CO2 equ.
PT,Portugal,38 Production of nitric acid,4. Total surrendered units,Total 3rd trading period (13-20),142796,tonne of CO2 equ.
PT,Portugal,42 Production of bulk chemicals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 3rd trading period (13-20),533491,tonne of CO2 equ.
PT,Portugal,42 Production of bulk chemicals,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 3rd trading period (13-20),0,tonne of CO2 equ.
PT,Portugal,42 Production of bulk chemicals,2. Verified emissions,Total 3rd trading period (13-20),282066,tonne of CO2 equ.
PT,Portugal,42 Production of bulk chemicals,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 3rd trading period (13-20),60095,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 3rd trading period (13-20),245204,tonne of CO2 equ.
BG,Bulgaria,21  Refining of mineral oil,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 3rd trading period (13-20),1802777,tonne of CO2 equ.
SK,Slovakia,41 Production of ammonia,4. Total surrendered units,Total 2nd trading period (08-12),398630,tonne of CO2 equ.
SK,Slovakia,42 Production of bulk chemicals,1.1 Freely allocated allowances,Total 2nd trading period (08-12),2283800,tonne of CO2 equ.
SK,Slovakia,99 Other activity opted-in under Art. 24,1.1 Freely allocated allowances,Total 2nd trading period (08-12),157732,tonne of CO2 equ.
XI,Northern Ireland,20 Combustion of fuels,1.1 Freely allocated allowances,Total 2nd trading period (08-12),22198232,tonne of CO2 equ.
XI,Northern Ireland,20-99 All stationary installations,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),1843277,tonne of CO2 equ.
AT,Austria,10 Aviation,2.1 EU-ETS Verified Emission,Total 3rd trading period (13-20),11216085,tonne of CO2 equ.
GR,Greece,20-99 All stationary installations,4. Total surrendered units,Total 2nd trading period (08-12),313747031,tonne of CO2 equ.
GR,Greece,20-99 All stationary installations,4.3 Surrendered emission reduction units (ERUs),Total 2nd trading period (08-12),11322449,tonne of CO2 equ.
GR,Greece,21-99 All industrial installations (excl. combustion),1.1 Freely allocated allowances,Total 2nd trading period (08-12),92133737,tonne of CO2 equ.
GR,Greece,21-99 All industrial installations (excl. combustion),2.1 EU-ETS Verified Emission,Total 2nd trading period (08-12),61954253,tonne of CO2 equ.
GR,Greece,24  Production of pig iron or steel,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 2nd trading period (08-12),2728484,tonne of CO2 equ.
DK,Denmark,21-99 All industrial installations (excl. combustion),2.1 EU-ETS Verified Emission,Total 2nd trading period (08-12),14430345,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,2.1 EU-ETS Verified Emission,2017,202166696,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,2.1 EU-ETS Verified Emission,2018,199974539,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,4.1 Surrendered EU allowances (EUAs and EUAAs),2008,199544164,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,4.1 Surrendered EU allowances (EUAs and EUAAs),2020,170258722,tonne of CO2 equ.
PL,Poland,21  Refining of mineral oil,1.1 Freely allocated allowances,2007,3346300,tonne of CO2 equ.
PL,Poland,21  Refining of mineral oil,1.1 Freely allocated allowances,2008,3096579,tonne of CO2 equ.
PL,Poland,21  Refining of mineral oil,1.1 Freely allocated allowances,2010,3105732,tonne of CO2 equ.
PL,Poland,21  Refining of mineral oil,1.1 Freely allocated allowances,2017,4025484,tonne of CO2 equ.
PL,Poland,21  Refining of mineral oil,1.1 Freely allocated allowances,2018,3943828,tonne of CO2 equ.
PL,Poland,21  Refining of mineral oil,1.1 Freely allocated allowances,2021,5092848,tonne of CO2 equ.
PL,Poland,21  Refining of mineral oil,1.1 Freely allocated allowances,2022,5110200,tonne of CO2 equ.
PL,Poland,21  Refining of mineral oil,1.1.1 Free allocation to existing entities (Art. 10a(1)),2011,3714758,tonne of CO2 equ.
PL,Poland,21  Refining of mineral oil,1.1.1 Free allocation to existing entities (Art. 10a(1)),2012,3736296,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2020,0,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,4.1 Surrendered EU allowances (EUAs and EUAAs),2020,46800,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1 Freely allocated allowances,2009,37112,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1 Freely allocated allowances,2016,25473,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1 Freely allocated allowances,2020,23515,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2008,37112,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2016,25473,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2019,24010,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2021,8486,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2022,8486,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2016,0,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2020,0,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2014,27114,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2015,28295,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,2.1 EU-ETS Verified Emission,2008,39964,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,2.1 EU-ETS Verified Emission,2010,33938,tonne of CO2 equ.
