country_code,country,main activity sector name,ETS information,year,value,unit
FI,Finland,25 Production or processing of ferrous metals,1.1.1 Free allocation to existing entities (Art. 10a(1)),2012,7340,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2013,0,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2014,0,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2015,0,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,2. Verified emissions,2010,6680,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,2. Verified emissions,2017,83101,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,2. Verified emissions,2018,77102,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,2. Verified emissions,2021,79283,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,2. Verified emissions,2022,61428,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,2.1 EU-ETS Verified Emission,2007,7182,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,2.1 EU-ETS Verified Emission,2008,7124,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,2.1 EU-ETS Verified Emission,2010,6680,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,2.1 EU-ETS Verified Emission,2017,83101,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,2.1 EU-ETS Verified Emission,2021,79283,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,4. Total surrendered units,2013,75493,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,4. Total surrendered units,2014,77073,tonne of CO2 equ.
FI,Finland,25 Production or processing of ferrous metals,4. Total surrendered units,2015,81153,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,1.1 Freely allocated allowances,2020,93284,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2013,0,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2014,0,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2015,0,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,2. Verified emissions,2013,83154,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,2. Verified emissions,2017,81132,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,2. Verified emissions,2018,95265,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,2. Verified emissions,2021,66813,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,2. Verified emissions,2022,65091,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,2.1 EU-ETS Verified Emission,2017,81132,tonne of CO2 equ.
FI,Finland,28 Production or processing of non-ferrous metals,2.1 EU-ETS Verified Emission,2018,95265,tonne of CO2 equ.
FI,Finland,32 Manufacture of ceramics,2. Verified emissions,2005,60750,tonne of CO2 equ.
FI,Finland,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2007,67284,tonne of CO2 equ.
FI,Finland,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2008,68306,tonne of CO2 equ.
FI,Finland,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2010,58167,tonne of CO2 equ.
FI,Finland,32 Manufacture of ceramics,4. Total surrendered units,2013,46744,tonne of CO2 equ.
FI,Finland,32 Manufacture of ceramics,4. Total surrendered units,2014,42250,tonne of CO2 equ.
FI,Finland,32 Manufacture of ceramics,4. Total surrendered units,2018,41942,tonne of CO2 equ.
FI,Finland,32 Manufacture of ceramics,4. Total surrendered units,2022,35226,tonne of CO2 equ.
FI,Finland,32 Manufacture of ceramics,4.1 Surrendered EU allowances (EUAs and EUAAs),2023,10941,tonne of CO2 equ.
FI,Finland,33 Manufacture of mineral wool,1.1.1 Free allocation to existing entities (Art. 10a(1)),2019,37103,tonne of CO2 equ.
FI,Finland,33 Manufacture of mineral wool,1.1.1 Free allocation to existing entities (Art. 10a(1)),2023,24239,tonne of CO2 equ.
FI,Finland,33 Manufacture of mineral wool,1.1.1 Free allocation to existing entities (Art. 10a(1)),2024,23647,tonne of CO2 equ.
FI,Finland,33 Manufacture of mineral wool,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2017,0,tonne of CO2 equ.
FI,Finland,33 Manufacture of mineral wool,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2018,0,tonne of CO2 equ.
FI,Finland,33 Manufacture of mineral wool,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2021,0,tonne of CO2 equ.
FI,Finland,33 Manufacture of mineral wool,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2022,0,tonne of CO2 equ.
FI,Finland,33 Manufacture of mineral wool,2. Verified emissions,2006,23984,tonne of CO2 equ.
FI,Finland,33 Manufacture of mineral wool,2. Verified emissions,2009,62232,tonne of CO2 equ.
FI,Finland,33 Manufacture of mineral wool,2. Verified emissions,2011,71627,tonne of CO2 equ.
FI,Finland,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2005,24267,tonne of CO2 equ.
FI,Finland,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2013,78362,tonne of CO2 equ.
FI,Finland,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2014,66122,tonne of CO2 equ.
CZ,Czechia,21  Refining of mineral oil,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 3rd trading period (13-20),0,tonne of CO2 equ.
CZ,Czechia,33 Manufacture of mineral wool,2. Verified emissions,Total 3rd trading period (13-20),442793,tonne of CO2 equ.
CZ,Czechia,35 Production of pulp,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 3rd trading period (13-20),84184,tonne of CO2 equ.
CZ,Czechia,36 Production of paper or cardboard,4. Total surrendered units,Total 3rd trading period (13-20),995498,tonne of CO2 equ.
CZ,Czechia,38 Production of nitric acid,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 3rd trading period (13-20),1621094,tonne of CO2 equ.
CZ,Czechia,38 Production of nitric acid,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 3rd trading period (13-20),153915,tonne of CO2 equ.
CZ,Czechia,99 Other activity opted-in under Art. 24,1.1 Freely allocated allowances,Total 3rd trading period (13-20),1463277,tonne of CO2 equ.
CZ,Czechia,99 Other activity opted-in under Art. 24,2.1 EU-ETS Verified Emission,Total 3rd trading period (13-20),553887,tonne of CO2 equ.
DE,Germany,10 Aviation,4. Total surrendered units,Total 3rd trading period (13-20),67180228,tonne of CO2 equ.
GR,Greece,32 Manufacture of ceramics,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 3rd trading period (13-20),0,tonne of CO2 equ.
GR,Greece,32 Manufacture of ceramics,2. Verified emissions,Total 3rd trading period (13-20),658067,tonne of CO2 equ.
GR,Greece,33 Manufacture of mineral wool,4. Total surrendered units,Total 3rd trading period (13-20),81589,tonne of CO2 equ.
BG,Bulgaria,24  Production of pig iron or steel,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
BG,Bulgaria,25 Production or processing of ferrous metals,2. Verified emissions,Total 4th trading period (21-30),111502,tonne of CO2 equ.
BG,Bulgaria,28 Production or processing of non-ferrous metals,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
BG,Bulgaria,"30 Production of lime, or calcination of dolomite/magnesite",1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 4th trading period (21-30),0,tonne of CO2 equ.
BG,Bulgaria,"30 Production of lime, or calcination of dolomite/magnesite",4. Total surrendered units,Total 4th trading period (21-30),374221,tonne of CO2 equ.
BG,Bulgaria,31 Manufacture of glass,1.1 Freely allocated allowances,Total 4th trading period (21-30),1641088,tonne of CO2 equ.
IS,Iceland,26 Production of primary aluminium,4. Total surrendered units,Total 4th trading period (21-30),3621771,tonne of CO2 equ.
IS,Iceland,28 Production or processing of non-ferrous metals,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),250012,tonne of CO2 equ.
IT,Italy,20 Combustion of fuels,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
IT,Italy,20 Combustion of fuels,2. Verified emissions,Total 4th trading period (21-30),246933463,tonne of CO2 equ.
IT,Italy,20-99 All stationary installations,1.1 Freely allocated allowances,Total 4th trading period (21-30),181384529,tonne of CO2 equ.
IT,Italy,20-99 All stationary installations,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),382543578,tonne of CO2 equ.
NO,Norway,20-99 All stationary installations,4. Total surrendered units,Total 3rd trading period (13-20),199444868,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,4.1 Surrendered EU allowances (EUAs and EUAAs),2008,30295,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,4.1 Surrendered EU allowances (EUAs and EUAAs),2010,30162,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,4.1 Surrendered EU allowances (EUAs and EUAAs),2021,45688,tonne of CO2 equ.
NO,Norway,31 Manufacture of glass,4.1 Surrendered EU allowances (EUAs and EUAAs),2022,44745,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,1.1 Freely allocated allowances,2016,23429,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,1.1 Freely allocated allowances,2020,33507,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,2. Verified emissions,2009,29945,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,2. Verified emissions,2016,34712,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,2. Verified emissions,2019,43142,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,2. Verified emissions,2023,24217,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2015,21988,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,4. Total surrendered units,2011,31530,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,4. Total surrendered units,2012,29691,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,1.1 Freely allocated allowances,2019,36515,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,1.1 Freely allocated allowances,2023,23551,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,1.1 Freely allocated allowances,2024,23551,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,1.1.1 Free allocation to existing entities (Art. 10a(1)),2020,35762,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,1.1.1 Free allocation to existing entities (Art. 10a(1)),2023,23551,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2013,0,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2017,0,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2018,0,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2019,58132,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2023,28029,tonne of CO2 equ.
SE,Sweden,21  Refining of mineral oil,4. Total surrendered units,Total 4th trading period (21-30),6114991,tonne of CO2 equ.
SE,Sweden,23 Metal ore roasting or sintering,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 4th trading period (21-30),3091920,tonne of CO2 equ.
RO,Romania,31 Manufacture of glass,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 4th trading period (21-30),0,tonne of CO2 equ.
RO,Romania,31 Manufacture of glass,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
RO,Romania,32 Manufacture of ceramics,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),675160,tonne of CO2 equ.
RO,Romania,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),58055,tonne of CO2 equ.
RO,Romania,36 Production of paper or cardboard,1.1 Freely allocated allowances,Total 4th trading period (21-30),627983,tonne of CO2 equ.
RO,Romania,42 Production of bulk chemicals,2. Verified emissions,Total 4th trading period (21-30),204399,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2005,196196400,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2013,24825582,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2014,21280766,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2015,17816373,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2013,106792,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2014,188327,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2018,471112,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2020,0,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,2. Verified emissions,2007,179187807,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,2. Verified emissions,2008,173003833,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,2. Verified emissions,2016,160342968,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,2. Verified emissions,2019,144964952,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,2. Verified emissions,2021,154219686,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,2. Verified emissions,2022,144117306,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2009,166528601,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2016,160342968,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2020,134830136,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,4. Total surrendered units,2005,178177386,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,4.2 Surrendered certified emission reductions (CERs),2008,4077305,tonne of CO2 equ.
PL,Poland,20 Combustion of fuels,4.2 Surrendered certified emission reductions (CERs),2010,12231372,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,1.1 Freely allocated allowances,2006,237557630,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,1.1 Freely allocated allowances,2020,43313153,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,1.1.1 Free allocation to existing entities (Art. 10a(1)),2009,202015040,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,1.1.1 Free allocation to existing entities (Art. 10a(1)),2019,42303537,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,1.1.1 Free allocation to existing entities (Art. 10a(1)),2023,42466107,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,1.1.1 Free allocation to existing entities (Art. 10a(1)),2024,40725117,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2019,16299721,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2023,0,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,2.1 EU-ETS Verified Emission,2010,199726907,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,4. Total surrendered units,2011,203008652,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,4. Total surrendered units,2012,196645444,tonne of CO2 equ.
PL,Poland,20-99 All stationary installations,4.1 Surrendered EU allowances (EUAs and EUAAs),2023,75204513,tonne of CO2 equ.
FI,Finland,20 Combustion of fuels,4.3 Surrendered emission reduction units (ERUs),2011,25634,tonne of CO2 equ.
FI,Finland,20 Combustion of fuels,4.3 Surrendered emission reduction units (ERUs),2012,1603316,tonne of CO2 equ.
FI,Finland,20-99 All stationary installations,1.1 Freely allocated allowances,2019,16105423,tonne of CO2 equ.
