nkey,emis_t,n_install,nace,example_eutl,n_contracts,sb_rate,cpv,example_proc,log_emis
UNILIN,58240.63333333333,6,16,Unilin,3,0.0,44,Unilin,10.972338557353565
UNIOR D D,7855.0,1,25,UNIOR D.D.,3,0.6666666666666666,42,Unior d.d.,8.96890555068972
UNITED UTILITIES WATER,1842.111111111111,2,36,United Utilities Water Limited,4,0.0,09,UNITED UTILITIES WATER LIMITED,7.518667535903246
UNIVERSIT DE LI GE,7113.8,1,35,Université de Liège,21,0.5714285714285714,72,Université de Liège,8.869791838534347
UNIVERSIT T STUTTGART,42665.0,1,35,Universität Stuttgart,15,0.6,73,Universität Stuttgart,10.661134190970685
UNIVERSIT TSKLINIKUM D SSELDORF,3749.75,1,35,Universitätsklinikum Düsseldorf,5,0.2,45,Universitätsklinikum Düsseldorf,8.22944445007547
UNIVERSITAIR MEDISCH CENTRUM UTRECHT,24424.8,1,85,Universitair Medisch Centrum Utrecht,4,0.5,73,Universitair Medisch Centrum Utrecht,10.103354288545832
UNIVERSITEIT UTRECHT,35022.4,1,85,Universiteit Utrecht,7,0.2857142857142857,73,Universiteit Utrecht,10.46374313575889
UNIVERSITY COLLEGE LONDON,11665.0,1,35,University College London,63,0.06349206349206349,73,University College London,9.36434818445553
UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,3965.0,1,86,University College London Hospitals NHS Foundation Trust,13,0.0,85,University College London Hospitals NHS Foundation Trust,8.285261134068948
UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,15817.0,1,86,University Hospital Southampton NHS Foundation Trust,14,0.14285714285714285,80,University Hospital Southampton NHS Foundation Trust,9.668840589963489
UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,25022.0,2,86,University Hospitals Birmingham NHS foundation Trust,51,0.0392156862745098,85,University Hospitals Birmingham NHS Foundation Trust,10.127510716877346
UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,11136.0,1,86,University Hospitals Bristol NHS Foundation Trust,17,0.11764705882352941,85,University Hospitals Bristol NHS Foundation Trust,9.317938382574201
UNIVERSITY HOSPITALS COVENTRY WARWICKSHIRE NHS TRUST,8031.0,1,86,University Hospitals Coventry Warwickshire NHS Trust,3,0.0,80,University Hospitals Coventry & Warwickshire NHS Trust,8.991064332188461
UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,8947.0,1,86,University Hospitals of Leicester NHS Trust,27,0.07407407407407407,85,University Hospitals of Leicester NHS Trust,9.099073559547596
UNIVERSITY OF EAST ANGLIA,14530.222222222223,1,35,University of East Anglia,54,0.018518518518518517,80,University of East Anglia,9.583986050475058
UNIVERSITY OF LEICESTER,5906.0,1,85,University of Leicester,39,0.05128205128205128,73,University of Leicester,8.683724062303869
UNIVERSITY OF OXFORD,7743.888888888889,1,85,University of Oxford,50,0.06,73,University of Oxford,8.954659280827768
UNIVERSITY OF STRATHCLYDE,11711.333333333334,1,,University of Strathclyde,38,0.0,73,University of Strathclyde,9.36831231290522
UPM KYMMENE,468609.7,7,17,UPM-Kymmene Oyj,6,0.0,90,UPM Kymmene,13.05752550479891
UPM KYMMENE UK,13756.222222222223,1,17,UPM-Kymmene (UK) Limited,17,0.11764705882352941,90,UPM Kymmene (UK) Limited,9.529246525988569
UTEXBEL,9700.7,1,13,Utexbel,37,0.2972972972972973,19,UTEXBEL,9.179953326836163
UTILITAS TALLINN,148861.2,3,35,AS Utilitas Tallinn,27,1.0,93,AS Utilitas Tallinn,11.910769607147028
V EOBECN FAKULTN NEMOCNICE V PRAZE,6035.285714285715,2,35,Všeobecná fakultní nemocnice v Praze,6,1.0,85,Všeobecná fakultní nemocnice v Praze,8.705378475291807
V PENKA ERTOVY SCHODY A S,374618.6,1,23,Vápenka Čertovy schody a.s.,37,0.40540540540540543,44,Vápenka Čertovy schody a.s.,12.833663720722619
V PENKA VITO OV S R O,305662.3,1,23,VÁPENKA VITOŠOV s.r.o.,34,0.9705882352941176,14,Vápenka Vitošov; s.r.o.,12.630236176754165
V STERVIK MILJ ENERGI,24146.0,3,35,Västervik Miljö & Energi AB,6,0.0,90,Västervik Miljö & Energi AB,10.091874013892333
V STRA G TALANDSREGIONEN,97.0,1,35,Västra Götalandsregionen,21,0.23809523809523808,92,Västra Götalandsregionen,4.574710978503383
VAASAN S HK,4119.95,7,35,Vaasan Sähkö Oy,127,0.0,93,Vaasan Sähkö,8.323596306347602
VAFABMILJ KOMMUNALF RBUND,8575.888888888889,1,38,VafabMiljö Kommunalförbund,3,0.3333333333333333,90,VafabMiljö Kommunalförbund,9.056709927173586
VALERO ENERGY,2121022.3333333335,1,19,Valero Energy Ltd,5,0.0,91,Valero Energy Ltd,14.567408763115774
VALLOUREC DEUTSCHLAND,144321.52777777778,5,24,Vallourec Deutschland GmbH,4,0.0,44,Vallourec Deutschland GmbH,11.87979892128378
VANDERSANDEN NEDERLAND B V,39598.9,2,23,Vandersanden Nederland B.V.,14,0.7142857142857143,44,Vandersanden Nederland B.V.,10.586556619078985
VANTAAN ENERGIA,471327.14999999997,8,35,Vantaan Energia Oy,21,0.0,93,Vantaan Energia,13.063307717872611
VARASL TTENS LAGERHUS EK F R,74.55555555555556,1,63,Varaslättens Lagerhus Ek För,6,0.0,31,Varaslättens lagerhus ek för,4.311544559635462
VATTENFALL,292868.425,23,35,Vattenfall AB,145,0.15172413793103448,93,Vattenfall AB,12.587478725707475
VAUXHALL MOTORS,23262.88888888889,1,29,Vauxhall Motors Limited,105,0.0,34,Vauxhall Motors Ltd,10.054614618226736
VENATOR GERMANY,343949.9666666667,4,20,Venator Germany GmbH,5,0.6,24,Venator Germany GmbH,12.748251480040844
VEOLIA,13948.199999999999,2,35,VEOLIA,754,0.21750663129973474,90,Veolia,9.543105746666068
VEOLIA ENERGIA D S A,1960901.55,3,35,Veolia Energia Łódź S.A.,130,0.9384615384615385,93,Veolia Energia Łódź S.A.,14.488914899940658
VEOLIA ENERGIA MAGYARORSZ G,187577.475,4,35,Veolia Energia Magyarország Zrt.,7,0.14285714285714285,50,Veolia Energia Magyarország Zrt.,12.14194723904899
VEOLIA ENERGIA POZNA S A,1216039.4666666668,6,35,Veolia Energia Poznań S.A.,63,0.7301587301587301,93,VEOLIA Energia Poznań S.A.,14.011109797121911
VEOLIA ENERGIA WARSZAWA S A,26297.1,1,35,Veolia Energia Warszawa S.A.,204,0.47058823529411764,93,Veolia Energia Warszawa S.A.,10.1772139459264
VEOLIA ENERGIE PRAHA A S,54390.2,2,35,"Veolia Energie Praha, a.s.",9,1.0,93,"Veolia Energie Praha, a.s.",10.90393926955678
VEOLIA ENERGIE R A S,2270892.5666666664,13,35,"Veolia Energie ČR, a.s.",32,0.8125,93,Veolia Energie ČR; a.s.,14.635683513349004
VEOLIA ENERGY UTILITY SERVICES UK,105942.0,5,35,Veolia Energy & Utility Services UK PLC,6,0.0,50,Veolia Energy & Utility Services UK plc,11.570647053530854
VEOLIA PO UDNIE SP Z O O,122075.46666666666,5,35,VEOLIA POŁUDNIE SP. Z O.O.,4,1.0,93,Veolia Południe Sp. z o.o.,11.712394711709093
VEOLIA SZCZYTNO SP Z O O,20198.3,1,35,Veolia Szczytno sp. z o.o.,5,1.0,93,Veolia Szczytno Sp. z o.o.,9.913353721431937
VEOLIA WATER OUTSOURCING,2911.375,1,35,Veolia Water Outsourcing Ltd,5,0.0,90,Veolia Water Outsourcing Ltd,7.976380757159571
VERESCENCE LA GRANJA S L,34346.0,1,23,"Verescence La Granja, S.L.",11,0.0,31,Verescence La Granja S.L.,10.444240842543808
VERNACARE,4724.0,1,17,Vernacare Limited,52,0.038461538461538464,33,Vernacare Ltd,8.460411177317253
VERSOWOOD,761.0,1,16,Versowood Oy,8,0.25,91,Versowood Oy,6.634633357861686
VETRI SPECIALI S P A,103016.27777777778,4,23,VETRI SPECIALI S.p.A,3,0.6666666666666666,39,Vetri Speciali S.p.A.,11.542642291402746
VIABUILD,2790.0,1,42,Viabuild NV,24,0.0,45,Viabuild SA,7.933796874815411
VICAT,1868309.7333333334,7,23,VICAT,4,1.0,44,Sarl Vicat,14.440544694161561
VIRGIN ATLANTIC AIRWAYS,24888.3,1,51,Virgin Atlantic Airways Limited,63,0.6349206349206349,63,Virgin Atlantic Airways Ltd,10.122153092506753
VITAL ENERGI SOLUTIONS,25057.0,1,35,Vital Energi Solutions Limited,7,0.0,71,Vital Energi Solutions Ltd,10.128908508594378
VKG OIL,542319.4,2,19,VKG Oil AS,18,0.5555555555555556,91,VKG Oil AS,13.203610405746366
VLAAMSE INSTELLING VOOR TECHNOLOGISCH ONDERZOEK,7400.2,1,72,Vlaamse Instelling voor Technologisch Onderzoek,12,0.3333333333333333,73,Vlaamse Instelling Voor Technologisch Onderzoek,8.909262305854064
VODAFONE,138.44444444444446,2,35,Vodafone Limited,978,0.130879345603272,64,Vodafone,4.930469122011179
VOESTALPINE RAIL TECHNOLOGY,49552.555555555555,1,24,voestalpine Rail Technology GmbH,143,0.5594405594405595,34,voestalpine Rail Technology GmbH,10.810789113716885
VOESTALPINE STAHL,13771099.9,6,24,voestalpine Stahl GmbH,3,1.0,24,voestalpine Stahl GmbH,16.438082744058086
VOESTALPINE TUBULARS,63544.88888888889,1,24,voestalpine Tubulars GmbH & Co KG,26,0.11538461538461539,43,voestalpine Tubulars GmbH&Co KG,11.05950184677249
VOLAC INTERNATIONAL,15621.555555555555,1,10,Volac International Ltd,3,0.0,16,VOLAC INTERNATIONAL LTD,9.65640700585871
VOLKSWAGEN AKTIENGESELLSCHAFT,2468995.4,3,35,VOLKSWAGEN AKTIENGESELLSCHAFT,21,0.09523809523809523,34,Volkswagen Aktiengesellschaft,14.71932190522311
VOLOTEA S L,334247.1,1,51,"VOLOTEA, S.L.",13,1.0,79,Volotea; S.L.,12.719635818785939
VOLVO BELGIUM,391.0,1,29,Volvo Group Belgium,9,0.4444444444444444,34,Volvo Group Belgium,5.968707559985366
VOLVO CAR BELGIUM,22460.5,1,29,Volvo Car Belgium,9,0.3333333333333333,34,Volvo Car Belgium NV,10.019513489843398
VUELING AIRLINES S A,1332824.9166666667,1,51,"Vueling Airlines, S.A.",15,0.6666666666666666,79,Vueling Airlines; S.A.,14.102811245197957
VYNOVA BELGIUM,164672.18888888886,2,20,Vynova Belgium,7,0.0,24,Vynova Belgium NV,12.011712042702122
VYNOVA WILHELMSHAVEN,199159.55555555556,2,20,VYNOVA Wilhelmshaven GmbH,4,1.0,65,VYNOVA Wilhelmshaven GmbH,12.201861569158709
W GLOKOKS ENERGIA ZCP SP Z O O,136872.7,4,35,WĘGLOKOKS ENERGIA ZCP sp. z o.o.,6,1.0,93,WĘGLOKOKS ENERGIA ZCP sp. z o.o.,11.826806575758752
WACKER CHEMIE,743718.4777777777,4,35,Wacker Chemie AG,97,0.020618556701030927,34,Wacker Chemie AG,13.519417852124004
WALHALLA KALK,221306.9,2,23,Walhalla Kalk GmbH & Co. KG,4,0.0,24,"Walhalla Kalk GmbH "" Co. KG",12.307305704947561
WAVIN,10320.777777777777,1,23,Wavin Limited,12,0.0,44,Wavin GmbH,9.241914402259413
WEIBEL SCIENTIFIC A S,89.0,1,51,Weibel Scientific A/S,11,0.7272727272727273,38,Weibel scientific a/s,4.48863636973214
WESSEX WATER SERVICES,4804.222222222223,1,37,Wessex Water Services Ltd.,4,0.0,65,Wessex Water Services Limited,8.47725043987819
WIEN ENERGIE,2021574.075,10,35,WIEN ENERGIE GmbH,4,0.25,31,Wien Energie GmbH,14.519387010973102
WIENERBERGER,1010499.3964285714,66,23,Wienerberger,12,0.16666666666666666,44,Wienerberger BV,13.825955218525854
WIENERBERGER B V,199532.52222222224,18,23,Wienerberger B.V.,10,0.0,44,Wienerberger B.V.,12.203732520683714
WILLEMEN INFRA,12263.694444444445,4,23,Willemen Infra,89,0.0449438202247191,45,Willemen Infra,9.414398505404712
WILLIAM SAURIN PRODUCTION,9418.0,1,10,WILLIAM SAURIN PRODUCTION,26,0.0,15,william saurin production,9.1503780308035
WINCOR NIXDORF INTERNATIONAL,7553.5,1,35,WINCOR NIXDORF International GmbH,8,0.125,30,Wincor Nixdorf International GmbH,8.92976631098378
WIZZ AIR HUNGARY,1338543.4166666667,1,51,WIZZ AIR HUNGARY LTD,34,0.5,79,WIZZ Air Hungary Ltd,14.107092578223854
WOOD,4535.3,2,16,SCA Wood AB,28,0.0,73,Wood. Plc,8.419646512511225
WOTAN FOREST A S,101.8,1,16,"Wotan Forest, a.s.",133,0.03759398496240601,77,Wotan Forest; a.s.,4.623010104116422
WSW ENERGIE WASSER,441053.64285714284,5,35,WSW Energie & Wasser AG,29,0.5862068965517241,93,WSW Energie @ Wasser AG,12.996921786163387
WYETH LEDERLE,24264.6,1,21,Wyeth Lederle Srl,38,0.4473684210526316,33,Wyeth Lederle Spa,10.096773777054771
YARA,175159.77777777778,1,20,YARA GmbH & Co. KG,63,0.2698412698412698,24,YARA GmbH & Co. KG,12.073453852233197
YARA FRANCE,662386.6666666667,4,20,YARA FRANCE,72,0.2638888888888889,24,Yara France,13.403604753026123
YARA ITALIA,1103490.0,2,20,Yara Italia spa,7,0.0,24,Yara Italia SpA,13.913988442562651
YARA SUOMI,158021.49166666667,3,20,Yara Suomi Oy,3,0.6666666666666666,90,Yara Suomi Oy,11.970486325965537
YIT DANMARK A S,4085.1785714285716,2,23,YIT Danmark A/S,15,0.0,45,YIT Danmark A/S,8.31512072027468
ZAK ADY MECHANICZNE BUMAR DY S A,18333.1,1,25,"ZAKŁADY MECHANICZNE BUMAR-ŁABĘDY"" S.A.",15,0.8666666666666667,35,Zakłady Mechaniczne „BUMAR – ŁABĘDY” S.A.,9.816463448192778
ZAK ADY WAPIENNICZE LHOIST S A,527414.4,4,23,Zakłady Wapiennicze Lhoist S.A.,71,0.4788732394366197,44,Zakłady Wapiennicze Lhoist S.A.,13.17574185628285
ZAK ENERGETYKI CIEPLNEJ SP Z O O,125683.0,4,35,Zakład Energetyki Cieplnej Sp. z o.o.,11,0.8181818181818182,93,Zakład Energetyki Cieplnej Sp. z o.o.,11.74151814279102
ZAK GOSPODARKI KOMUNALNEJ W OSTROWI MAZOWIECKIEJ SP Z O O,20883.4,1,35,Zakład Gospodarki Komunalnej w Ostrowi Mazowieckiej Sp. z o.o.,49,0.5306122448979592,90,Zakład Gospodarki Komunalnej w Ostrowi Mazowieckiej Sp. z o.o.,9.946709863989398
ZESP ELEKTROCIEP OWNI WROC AWSKICH KOGENERACJA S A,1473632.3,3,35,Zespół Elektrociepłowni Wrocławskich KOGENERACJA S.A.,20,0.7,65,Zespół Elektrociepłowni Wrocławskich Kogeneracja S.A.,14.203240863352622
ZESP ZARZ DC W NIERUCHOMO CI SP Z O O,12527.2,1,35,Zespół Zarządców Nieruchomości Sp. z o. o.,4,0.0,70,Zespół Zarządców Nieruchomości Sp. z o.o.,9.435657559231233
ZF FRIEDRICHSHAFEN,8762.25,1,29,ZF FRIEDRICHSHAFEN AG,55,0.32727272727272727,50,ZF Friedrichshafen AG,9.078208000265368
ZG RAIFFEISEN EG,2290.5,1,46,ZG Raiffeisen eG,22,0.045454545454545456,24,ZG Raiffeisen eG,7.736525413326797
ZWICKAUER ENERGIEVERSORGUNG,24343.833333333332,3,35,Zwickauer Energieversorgung GmbH,4,0.0,91,Zwickauer Energieversorgung GmbH,10.100033845239427
