nkey,emis_t,n_install,nace,example_eutl,n_contracts,sb_rate,cpv,example_proc,log_emis
NESTL PORTUGAL S A,2924.5555555555557,1,10,"Nestlé Portugal, S.A.",9,0.4444444444444444,33,Nestlé Portugal S. A.,7.980897801302256
NESTLE FRANCE,51975.5,2,10,NESTLE FRANCE SAS,32,0.0,15,Nestle France,10.858527732689561
NEUBRANDENBURGER STADTWERKE,161292.7,3,35,Neubrandenburger Stadtwerke GmbH,57,0.24561403508771928,93,Neubrandenburger Stadtwerke GmbH,11.990976005804596
NEVE,122474.65555555555,9,35,Neve Oy,4,0.0,90,Neve Srl,11.715659394137486
NEWAG S A,8031.833333333333,1,30,NEWAG S.A.,150,0.56,50,NEWAG S.A.,8.991168091384214
NHS GRAMPIAN,25225.0,1,86,NHS Grampian,3,0.3333333333333333,85,Nhs Grampian,10.13559084522181
NIPPON GASES DEUTSCHLAND,5956.444444444444,1,20,Nippon Gases Deutschland GmbH,38,0.3684210526315789,24,Nippon Gases Deutschland GmbH,8.692229012316787
NITROERG S A,14179.75,1,20,NITROERG S.A.,202,0.7920792079207921,24,Nitroerg S.A.,9.559570169465255
NOMURA INTERNATIONAL,550.75,1,35,Nomura International plc,17,0.058823529411764705,66,Nomura International PLC.,6.311280985682452
NORDKALK,674789.35,7,23,Nordkalk Oy Ab,79,0.31645569620253167,24,Nordkalk AB,13.422155847075345
NORRMEJERIER EK F R,1655.0,1,10,Norrmejerier Ek för,12,0.5,15,Norrmejerier EK för,7.411556287811163
NORTH BRISTOL NHS TRUST,11320.0,2,86,North Bristol NHS Trust,12,0.16666666666666666,85,North Bristol NHS Trust,9.334326351757174
NORTHUMBRIAN WATER,1672.6666666666667,1,37,Northumbrian Water Limited,34,0.0,71,Northumbrian Water Ltd,7.422174438258258
NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,20649.0,1,86,Nottingham University Hospitals NHS Trust,19,0.05263157894736842,85,Nottingham University Hospitals NHS Trust,9.935422171066474
NOVACARB,606568.7000000001,2,20,NOVACARB,11,0.0,24,NOVACARB,13.315573273828518
NUFARM,1856.1666666666667,1,35,NUFARM SAS,7,0.14285714285714285,24,Nufarm SAS,7.526268708165045
NYNAS,465503.4,4,19,Nynas AB,17,0.17647058823529413,44,AS NYNAS,13.050874679646807
NYNAS UK,22351.0,1,19,Nynas UK AB,24,0.16666666666666666,44,Nynas UK AB,10.014626341770095
NYRSTAR BELGIUM,32493.85,2,24,Nyrstar Belgium,3,0.0,93,Nyrstar Belgium NV,10.388806119642197
OKR GOWA SP DZIELNIA MLECZARSKA,6848.0,1,10,Okręgowa Spółdzielnia Mleczarska,47,0.44680851063829785,15,Okręgowa Spółdzielnia Mleczarska,8.831711917821577
OKR GOWE PRZEDSI BIORSTWO ENERGETYKI CIEPLNEJ SP Z O O,33805.8,1,35,Okręgowe Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.,8,0.75,93,Okręgowe Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.,10.428387664383056
OLYMPIC AIR,169566.2,1,51,OLYMPIC AIR,6,0.6666666666666666,60,OLYMPIC AIR,12.040998690025729
OMV DOWNSTREAM,2999233.2,4,19,OMV Downstream GmbH,56,0.6071428571428571,91,OMV Downstream GmbH,14.913867213961137
OMV PETROM,2491007.6333333333,16,6.,OMV PETROM SA,83,0.5903614457831325,91,OMV Petrom SA,14.72819785860467
OMYA,28215.8,2,23,OMYA SAS,3,0.0,24,OMYA,10.247637383713846
OPEC GRUDZI DZ SP Z O O,143806.3,1,35,OPEC GRUDZIĄDZ Sp. z o.o.,6,0.6666666666666666,93,OPEC Grudziądz Sp. z o.o.,11.876222534157817
OPEL AUTOMOBILE,291714.2,4,35,Opel Automobile GmbH,117,0.07692307692307693,34,Opel Automobile GmbH,12.583529834821812
OPEL ESPA A S L U,71450.6,1,29,"OPEL ESPAÑA, S.L.U.",13,0.0,34,"Opel España, S. L. U.",11.176761580803511
OPERATOR GAZOCI G W PRZESY OWYCH GAZ SYSTEM S A,114242.44444444444,5,49,Operator Gazociągów Przesyłowych GAZ-SYSTEM S.A.,40,0.725,76,Operator Gazociągów Przesyłowych Gaz-System S.A.,11.646078174792358
ORANGE,202.2,2,,ORANGE SA,3531,0.18634947606910224,64,Orange,5.309257306586371
ORANO RECYCLAGE,46683.3,1,24,ORANO RECYCLAGE,3,0.0,73,ORANO RECYCLAGE,10.751141777989186
ORLEN LIETUVA,1673148.6,1,19,AB ORLEN Lietuva,40,0.825,91,"AS ""ORLEN Lietuva""",14.330217798499076
ORLEN PO UDNIE S A,133668.4,5,19,ORLEN POŁUDNIE S.A.,6,1.0,91,Orlen Południe S.A.,11.803117385117565
ORLEN S A,8432112.438888889,13,19,ORLEN S.A.,18,1.0,91,ORLEN S.A.,15.947557884457211
ORLEN UNIPETROL RPA S R O,3813466.5,5,19,ORLEN Unipetrol RPA s.r.o.,76,0.34210526315789475,91,"Orlen Unipetrol RPA, s.r.o.",15.154049175966753
OS VR TKY A S,7788.0,1,30,ŽOS Vrútky a.s.,228,0.6798245614035088,50,ŽOS Vrútky; a.s.;,8.960339366492091
OSHKOSH CORPORATION,112.0,1,51,Oshkosh Corporation,5,0.0,34,Oshkosh Corporation,4.718498871295094
OSPEDALE SAN RAFFAELE,54056.3,1,35,OSPEDALE SAN RAFFAELE SRL,12,0.5833333333333334,79,Ospedale San Raffaele Srl,10.897781375016818
OSTROWSKI ZAK CIEP OWNICZY S A,51144.5,1,35,OSTROWSKI ZAKŁAD CIEPŁOWNICZY S.A.,3,1.0,93,Ostrowski Zakład Ciepłowniczy S.A.,10.842410238716623
OTTO MOROF TIEF UND STRASSENBAU,2809.5555555555557,1,23,Otto Morof Tief- und Straßenbau GmbH,16,0.0,45,OTTO MOROF – TIEF- UND STRAßENBAU – GmbH,7.940781584535624
OULUN ENERGIA,593681.0,7,35,Oulun Energia Oy,3,0.0,90,Oulun Energia,13.294097417051706
OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7661.0,1,86,Oxford University Hospitals NHS Foundation Trust,8,0.5,85,Oxford University Hospitals NHS Foundation Trust,8.94389780251682
OZORKOWSKIE PRZEDSI BIORSTWO KOMUNALNE SP Z O O,7121.0,1,35,OZORKOWSKIE PRZEDSIĘBIORSTWO KOMUNALNE SP. Z O. O.,33,0.8787878787878788,90,Ozorkowskie Przedsiębiorstwo Komunalne Sp. z o.o.,8.870803443982124
P DUSSMANN,214.0,1,51,P. Dussmann Inc.,244,0.06557377049180328,90,P. Dussmann Kft.,5.365976015021851
PALOMA D D,26714.9,1,17,PALOMA D.D.,7,0.0,33,Paloma d.d.,10.192976741169444
PAPIER METTLER,628.0,1,51,Papier-Mettler KG,7,0.0,19,Papier Mettler KG,6.4425401664681985
PARAMO A S,28319.5,1,19,"PARAMO, a.s.",194,0.33505154639175255,44,PARAMO a.s.,10.251305892284567
PARMALAT,36678.0,2,10,PARMALAT SPA,18,0.1111111111111111,15,Parmalat SpA,10.50993239925678
PBS INDUSTRY A S,476.6666666666667,1,25,"PBS INDUSTRY, a.s.",17,1.0,80,PBS Industry; a.s.,6.166817434585844
PENSPEN,16506.777777777777,1,35,Penspen Limited,18,0.0,71,PENSPEN Ltd,9.711526349954735
PERSTORP SPECIALTY CHEMICALS,46612.6,1,20,Perstorp Specialty Chemicals AB,12,0.0,24,Perstorp Specialty chemicals AB,10.749626169832053
PERUTNINA PTUJ D D,5049.0,1,10,PERUTNINA PTUJ D.D.,883,0.20951302378255945,15,Perutnina Ptuj; d.d.,8.526945482858915
PETR LEOS DE PORTUGAL PETROGAL S A,3220782.6,2,19,Petróleos de Portugal - Petrogal S.A,82,0.1951219512195122,91,Petróleos de Portugal - Petrogal; S.A.,14.98513493146857
PETROL D D LJUBLJANA,15712.8,1,35,"PETROL d.d., Ljubljana",501,0.5169660678642715,91,Petrol; d.d.; Ljubljana,9.662230945794992
PFIZER,108.7,1,51,"Pfizer, Inc.",3022,0.35373924553275976,33,Pfizer Oy,4.688591794127164
PGE ENERGIA CIEP A S A,6594059.4,13,35,PGE Energia Ciepła S.A.,40,0.65,65,PGE Energia Ciepła S.A.,15.701679710762503
PGE G RNICTWO I ENERGETYKA KONWENCJONALNA S A,60379565.8,6,35,PGE Górnictwo i Energetyka Konwencjonalna S.A.,24,0.5416666666666666,65,PGE Górnictwo i Energetyka Konwencjonalna S.A.,17.916161291094223
PGE TORU S A,281535.5333333333,3,35,PGE Toruń S.A.,18,1.0,93,PGE Toruń S.A.,12.548013947133327
PGKIM SP Z O O,11267.2,1,35,PGKiM Sp. z o.o.,9,0.3333333333333333,90,PGKiM Sp. z o.o.,9.329651128960734
PGNIG TERMIKA ENERGETYKA PRZEMYS OWA S A,633711.2000000001,7,35,PGNiG TERMIKA Energetyka Przemysłowa S.A.,9,1.0,93,PGNiG Termika Energetyka Przemysłowa S.A.,13.359348609133649
PGNIG TERMIKA S A,5560107.4,5,35,PGNiG TERMIKA S.A.,43,0.37209302325581395,93,PGNiG Termika S.A.,15.531127982586966
PIAGGIO C S P A,11129.7,1,30,Piaggio & C. S.p.A.,11,0.7272727272727273,34,Piaggio & C. S.p.A.,9.317372489728422
PILKINGTON UNITED KINGDOM,267484.5,3,23,Pilkington United Kingdom Limited,3,0.0,14,Pilkington United Kingdom Ltd,12.496816899714151
PIVOVARNA LA KO UNION D O O,11196.1,2,11,PIVOVARNA LAŠKO UNION d.o.o.,30,0.9333333333333333,15,Pivovarna Laško Union d.o.o.,9.323320782356799
PLAMEN D O O,1752.5,1,24,Plamen d.o.o.,3,0.0,60,Plamen d.o.o.,7.468798618908745
PLZE SK TEPL RENSK A S,886696.1,2,35,"Plzeňská teplárenská, a.s.",14,1.0,93,Plzeňská teplárenská; a.s.,13.695257587027536
PODRAVKA D D,10013.333333333334,2,10,Podravka d.d.,39,0.20512820512820512,15,Podravka d.d.,9.211672817209962
POLENERGIA ELEKTROCIEP OWNIA NOWA SARZYNA SP Z O O,317275.1,1,35,POLENERGIA ELEKTROCIEPŁOWNIA NOWA SARZYNA SP. Z O.O.,15,0.5333333333333333,65,Polenergia Elektrociepłownia Nowa Sarzyna Sp. z o.o.,12.667524499862305
POLSKA CERAMIKA OGNIOTRWA A AR W SP Z O O,9307.7,1,23,Polska Ceramika Ogniotrwała Żarów Sp. z o.o.,10,0.2,44,Polska Ceramika Ogniotrwała „Żarów” Sp. z o.o.,9.138597293563281
POLSKA GRUPA G RNICZA S A,338695.49682539684,6,35,POLSKA GRUPA GÓRNICZA S.A.,5,1.0,60,Polska Grupa Górnicza S.A.,12.732856743250684
POLSKIE G RNICTWO NAFTOWE I GAZOWNICTWO S A,10575.0,1,35,Polskie Górnictwo Naftowe i Gazownictwo S.A.,152,0.881578947368421,91,Polskie Górnictwo Naftowe i Gazownictwo S.A.,9.266248003914479
POLSKIE LINIE LOTNICZE LOT SP KA AKCYJNA,398917.9166666667,1,51,POLSKIE LINIE LOTNICZE LOT SPÓŁKA AKCYJNA,180,0.5055555555555555,60,Polskie Linie Lotnicze LOT Spółka Akcyjna,12.896510952068262
POLSKIE ZAK ADY LOTNICZE SP Z O O,23.0,1,51,Polskie Zakłady Lotnicze Sp. z o.o.,26,0.5,34,Polskie Zakłady Lotnicze Sp. z o.o.,3.1354942159291497
PORI ENERGIA,133411.7,6,35,Pori Energia Oy,19,0.05263157894736842,93,Pori Energia Oy,11.801195114764628
PORR A S,2337.1111111111113,1,42,PORR a.s.,308,0.16883116883116883,45,Porr a.s.,7.756670877743755
PORVOON ENERGIA BORG ENERGI,11948.166666666668,8,35,Porvoon Energia Oy-Borgå Energi Ab,4,0.0,93,Porvoon Energia Oy - Borgå Energi Ab,9.388333128574722
PRA SK TEPL RENSK A S,46582.57777777778,4,35,Pražská teplárenská a.s.,32,0.96875,93,Pražská teplárenská a.s.,10.748981882778224
PREEM,2083400.2999999998,2,19,Preem AB,31,0.03225806451612903,91,Preem AB,14.549511876527868
PREMIER FOODS,26415.88888888889,2,10,Premier Foods Group Limited,39,0.07692307692307693,15,Premier Foods Ltd,10.18172095994607
PRINCES,31407.11111111111,2,10,Princes Limited,8,0.0,15,Princes Ltd,10.354789614762947
PRODIA,41497.3,1,10,PRODIA SNC,3,0.6666666666666666,85,Prodia SRL,10.633383643861317
PROXIMA,354.0,1,51,Proxima Ltd.,22,0.18181818181818182,80,proxima,5.869296913133774
PRZEDSI BIORSTWO ENERGETYKI CIEPLNEJ,32199.114285714284,3,35,Przedsiębiorstwo Energetyki Cieplnej,7,0.5714285714285714,93,Przedsiębiorstwo Energetyki Cieplnej,10.37969422449935
PRZEDSI BIORSTWO ENERGETYKI CIEPLNEJ LEGIONOWO SP Z O O,75390.9,1,35,Przedsiębiorstwo Energetyki Cieplnej Legionowo Sp. z o.o.,8,1.0,93,Przedsiębiorstwo Energetyki Cieplnej Legionowo Sp. z o.o.,11.230441857057292
PRZEDSI BIORSTWO ENERGETYKI CIEPLNEJ S A,9665.0,1,35,Przedsiębiorstwo Energetyki Cieplnej S.A.,11,0.6363636363636364,40,Przedsiębiorstwo Energetyki Cieplnej S.A.,9.17626639164243
PRZEDSI BIORSTWO ENERGETYKI CIEPLNEJ SP KA Z O O,94879.5,3,35,Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.,4,0.75,93,Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.,11.460362944403164
PRZEDSI BIORSTWO ENERGETYKI CIEPLNEJ SP Z O O,253051.7,9,35,PRZEDSIĘBIORSTWO ENERGETYKI CIEPLNEJ Sp. z o.o.,62,0.7419354838709677,93,Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.,12.441349094659572
PRZEDSI BIORSTWO GOSPODARKI KOMUNALNEJ I MIESZKANIOWEJ SP Z O O,9993.555555555555,1,35,Przedsiębiorstwo Gospodarki Komunalnej i Mieszkaniowej sp. z o.o.,269,0.8029739776951673,90,Przedsiębiorstwo Gospodarki Komunalnej i Mieszkaniowej Sp. z o.o.,9.20969571978816
PRZEDSI BIORSTWO GOSPODARKI KOMUNALNEJ SP Z O O,41749.1,1,35,PRZEDSIĘBIORSTWO GOSPODARKI KOMUNALNEJ SP. Z O.O.,455,0.7252747252747253,90,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o.,10.639433173160421
PRZEDSI BIORSTWO KOMUNALNE SP Z O O,15222.666666666666,1,35,Przedsiębiorstwo Komunalne Sp. z o.o.,184,0.7608695652173914,90,Przedsiębiorstwo Komunalne Sp. z o.o.,9.630540824128108
PSA AUTOMOBILES,10449.555555555557,2,29,PSA AUTOMOBILES SA,6,0.3333333333333333,34,PSA Automobiles SA,9.254314725919661
QANTAS AIRWAYS,315.0,1,51,Qantas Airways Limited,4,0.0,60,QANTAS AIRWAYS,5.752572638825633
QATAR AIRWAYS,21388.916666666668,1,51,Qatar Airways,11,0.0,60,Qatar Airways Ltd,9.970628154074213
RACKSPACE,37.75,1,,Rackspace Limited,12,0.0,72,Rackspace Ltd,3.6309854756950335
RADE E PAPIR NOVA D O O,10007.6,1,17,"RADEČE PAPIR NOVA, d.o.o.",8,0.75,30,"RADEČE PAPIR NOVA, d.o.o.",9.211100083322425
RAFFINERIE HEIDE,1381844.5,2,19,Raffinerie Heide GmbH,11,0.2727272727272727,91,Raffinerie Heide GmbH,14.138929758889391
RASEBORGS ENERGI,91.1,2,35,Raseborgs Energi Ab,4,0.0,93,Raseborgs Energi Ab,4.511957804265912
RATP,391.2,2,,RATP,40,0.15,60,RATP,5.969218938160663
RAVENHEAT MANUFACTURING,130.0,1,51,Ravenheat Manufacturing Ltd,4,0.0,44,Ravenheat Manufacturing Ltd,4.867534450455582
RAYTHEON,37.333333333333336,1,51,Raytheon Company,7,0.2857142857142857,35,Raytheon,3.619886582626985
REAGENS,10942.0,1,20,REAGENS SPA,12,0.16666666666666666,33,Reagens Kft.,9.300363874623772
REGION HOVEDSTADEN,5620.9,3,86,Region Hovedstaden,5,0.0,48,Region Hovedstaden,8.634247072415073
REGOURD AVIATION,144.0,1,51,REGOURD AVIATION,4,0.0,34,Regourd aviation SAS,4.969813299576001
REKEEP S P A,44995.694444444445,4,35,Rekeep s.p.a.,19,0.10526315789473684,50,Rekeep S.p.A.,10.714322085162582
REMONDIS PRODUCTION,48022.3,1,35,REMONDIS Production GmbH,30,0.5666666666666667,24,Remondis Production GmbH,10.779420765337937
RENDAC,23166.1,1,10,Rendac,4,1.0,90,Rendac NV,10.050445282153959
RENOVA,202283.11111111112,1,35,Renova AB,29,0.06896551724137931,90,Renova AB,12.21742353529668
RH NENERGIE FULDA,1504.3,1,35,RhönEnergie Fulda GmbH,8,0.0,91,RhönEnergie Fulda GmbH,7.316082952703778
RHEINENERGIE,1764499.8535714285,9,35,RheinEnergie AG,133,0.24812030075187969,93,RheinEnergie AG,14.383377839111587
RHEINKALK,3034683.966666667,10,23,Rheinkalk GmbH,43,0.37209302325581395,24,Rheinkalk GmbH,14.92561784745475
RHEINLAND AIR SERVICE,3.0,1,51,Rheinland Air Service GmbH,6,1.0,50,Rheinland Air Service GmbH,1.0986122886681098
ROCA,18256.88888888889,1,23,ROCA SA,10,0.0,45,ROCA,9.812297761149265
ROCHE DIAGNOSTICS,16154.4,1,20,Roche Diagnostics GmbH,1992,0.23845381526104417,33,Roche Diagnostics,9.689947737364614
ROCKWELL AUTOMATION,56.0,1,51,"Rockwell Automation, Inc",12,0.3333333333333333,31,Rockwell Automation Ltd,4.02535169073515
ROCKWOOL,111356.22222222222,3,23,Rockwool Limited,3,0.3333333333333333,44,Rockwool,11.620489550982597
ROLLS ROYCE,73028.85912698413,4,30,Rolls-Royce plc,147,0.8027210884353742,34,Rolls-Royce plc,11.198609972514644
ROLLS ROYCE DEUTSCHLAND,11715.777777777777,1,30,Rolls-Royce Deutschland Ltd & Co KG,10,0.5,50,Rolls Royce Deutschland Ltd. & Co. KG,9.368691740353757
ROLLS ROYCE SOLUTIONS,37259.48888888889,4,28,Rolls-Royce Solutions GmbH,46,1.0,35,Rolls-Royce Solutions GmbH,10.52566192664037
ROMCIM,1562227.2999999998,2,23,ROMCIM SA,32,0.3125,14,ROMCIM,14.26162311736091
ROYAL AIR MAROC,1315.8333333333333,1,51,ROYAL AIR MAROC,3,0.3333333333333333,62,ROYAL AIR MAROC,7.182225457461687
ROYAL BERKSHIRE NHS FOUNDATION TRUST,9320.333333333334,1,86,Royal Berkshire NHS Foundation Trust,4,0.0,85,Royal Berkshire NHS Foundation Trust,9.139953672419184
ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,6566.0,1,86,ROYAL DEVON AND EXETER  NHS FOUNDATION TRUST,14,0.21428571428571427,98,Royal Devon and Exeter NHS Foundation Trust,8.789660098061537
ROYAL FREE LONDON NHS FOUNDATION TRUST,20263.0,1,86,Royal Free London NHS Foundation Trust,25,0.0,85,Royal Free London NHS Foundation Trust,9.91655184186533
ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,9420.0,1,86,Royal United Hospitals Bath NHS Foundation Trust,13,0.3076923076923077,75,Royal United Hospitals Bath NHS Foundation Trust,9.150590367570409
RSTED BIOENERGY THERMAL POWER A S,4248084.933333334,12,35,Ørsted Bioenergy & Thermal Power A/S,4,0.0,71,Ørsted Bioenergy & Thermal Power A/S,15.261978835426577
RSTED SALG SERVICE A S,8071.6,1,35,ØRSTED Salg & Service A/S,4,0.5,90,Ørsted Salg & Service A/S,8.996107006791728
RUDOLF HILGENROTH,2217.0,1,23,Rudolf Hilgenroth GmbH & Co. KG,3,0.0,45,Rudolf Hilgenroth GmbH & Co.KG,7.7039102096163115
RWE GENERATION,9929472.688888889,9,35,RWE Generation SE,47,0.23404255319148937,90,RWE Generation SE,16.111017931780424
RWTH AACHEN,36597.8,1,35,RWTH Aachen,8,0.75,71,RWTH Aachen,10.507743408293205
RYANAIR DESIGNATED ACTIVITY,6838964.636363637,1,51,Ryanair Designated Activity Company,6,0.6666666666666666,79,Ryanair - Designated Activity Company,15.738146909188613
S C ROMPETROL RAFINARE S A,946204.725,3,19,S.C. ROMPETROL RAFINARE S.A.,3,0.0,23,S.C. ROMPETROL RAFINARE S.A.,13.760214235825563
S DBAYERISCHES PORTLAND ZEMENTWERK GEBR WIESB CK,752215.8,1,23,Südbayerisches Portland-Zementwerk Gebr. Wiesböck & Co. GmbH,8,0.375,90,Südbayerisches Portland-Zementwerk Gebr. Wiesböck & Co. GmbH,13.530778529849618
S DRA SKOGS GARNA EKONOMISK F RENING,61345.399999999994,3,17,Södra Skogsägarna ekonomisk förening,3,1.0,34,SÖDRA Skogsägarna ekonomisk förening,11.024275467702843
S E CARBUROS MET LICOS S A,361140.77777777775,1,20,"S.E. Carburos Metálicos, S.A.",106,0.4811320754716981,24,S.E. Carburos Metálicos; S.A.,12.797023127441411
S NDERBORG KRAFTVARME A S,27556.7,1,35,Sønderborg Kraftvarme A/S,6,0.3333333333333333,90,Sønderborg Kraftvarme A/S,10.224000979206524
S WAG GR NE ENERGIEN UND WASSER,8641.7,1,35,Süwag Grüne Energien und Wasser AG & Co. KG,4,1.0,65,SÜWAG grüne Energien und Wasser AG & Co. KG,9.064354601702796
SAAB,748.0,1,51,Saab AB,148,0.5337837837837838,35,Saab AB,6.617402977974478
SAARSTAHL RAIL,34355.11111111111,1,24,SAARSTAHL RAIL,10,0.0,34,SAARSTAHL RAIL,10.444506081664898
SAFRAN AIRCRAFT ENGINES,20601.544444444444,2,30,Safran Aircraft Engines,13,0.6153846153846154,50,Safran Aircraft Engines,9.933121324998618
SAINT GOBAIN CONSTRUCTION PRODUCTS BELGIUM,36187.1,1,23,Saint Gobain Construction Products Belgium,48,0.1875,44,Saint-Gobain Construction Products Belgium SA,10.496457980713673
SAINT GOBAIN PAM CANALISATION,516981.8,2,24,SAINT GOBAIN PAM CANALISATION,14,0.2857142857142857,44,saint-gobain pam canalisation,13.155762949776145
SAINT GOBAIN PAM DEUTSCHLAND,36637.125,1,24,SAINT-GOBAIN PAM Deutschland GmbH,58,0.29310344827586204,44,SAINT-GOBAIN; PAM Deutschland GmbH,10.508817349552231
SAINT GOBAIN PAM ESPA A S A,35188.77777777778,1,24,"Saint-Gobain Pam España, S.A.",38,0.10526315789473684,44,Saint-Gobain Pam España; S.A.,10.468482497623166
SAINT GOBAIN SWEDEN,48157.4,2,23,Saint-Gobain Sweden AB,5,0.0,34,Saint-Gobain Sweden AB,10.782230091814405
SAINT LOUIS SUCRE,335821.43333333335,5,10,SAINT LOUIS SUCRE SA,4,0.0,15,saint louis sucre,12.724334849263881
SAIPOL,80162.2,4,10,SAIPOL SAS,34,0.47058823529411764,91,saipol sas,11.291807361051863
SALA HEBY ENERGI,31.0,1,35,Sala-Heby Energi AB,5,0.8,65,Sala-Heby Energi AB,3.4339872044851463
SALFORD ROYAL NHS FOUNDATION TRUST,6199.0,1,86,Salford Royal NHS Foundation Trust,20,0.2,85,Salford Royal NHS Foundation trust,8.73214326770192
SALG VAGYON SALG TARJ NI NKORM NYZATI VAGYONKEZEL S T VH SZOLG LTAT,4757.1,1,35,Salgó Vagyon Salgótarjáni Önkormányzati Vagyonkezelő és Távhőszolgáltató Kft.,6,1.0,93,Salgó Vagyon Salgótarjáni Önkormányzati Vagyonkezelő és Távhőszolgáltató Kft.,8.467393517863632
SALZBURG F R ENERGIE VERKEHR UND TELEKOMMUNIKATION,189512.2,3,35,"Salzburg AG für Energie, Verkehr und Telekommunikation",31,0.41935483870967744,91,Salzburg AG für Energie; Verkehr und Telekommunikation,12.152208681379548
SAME DEUTZ FAHR ITALIA S P A,3795.9,1,28,SAME DEUTZ - FAHR Italia s.p.a.,4,0.5,34,SAME DEUTZ-FAHR ITALIA S.p.A.,8.241676815863327
SAMPOL INGENIER A Y OBRAS S A,105632.8,1,35,"SAMPOL INGENIERÍA Y OBRAS, S.A.",69,0.37681159420289856,50,Sampol Ingeniería y Obras; S.A.,11.567724208086828
SANDWELL WEST BIRMINGHAM HOSPITALS NHS TRUST,10356.111111111111,2,86,Sandwell & West Birmingham Hospitals NHS Trust,9,0.1111111111111111,85,Sandwell & West Birmingham Hospitals NHS Trust,9.245332069967127
SANOFI PASTEUR,35990.055555555555,2,21,SANOFI PASTEUR,403,0.5533498759305211,33,Sanofi Pasteur,10.49099794471055
SANOFI WINTHROP INDUSTRIE,16731.2,1,21,SANOFI WINTHROP INDUSTRIE,13,0.5384615384615384,33,Sanofi Winthrop Industrie,9.725030518844324
SANTANDER UK,67.28571428571429,1,63,Santander UK plc,5,0.0,66,Santander UK Plc,4.208947944961104
SAPI,27115.977777777778,2,10,SAPI SPA,77,0.11688311688311688,45,SAPI,10.207878419026173
SAPIO PRODUZIONE IDROGENO OSSIGENO S R L,24523.5,1,20,Sapio Produzione Idrogeno Ossigeno S.r.l.,9,0.7777777777777778,24,SAPIO Produzione Idrogeno Ossigeno S.r.L.,10.107387120483576
SARVAL OUEST,16833.2,1,10,SARVAL OUEST,4,0.75,90,Sarval Ouest,9.731108405771893
SAVON VOIMA,222424.56984126984,20,35,Savon Voima Oyj,12,0.08333333333333333,93,Savon Voima Oy,12.312343311161541
SC LINDE GAZ ROMANIA,49168.0,1,20,SC LINDE GAZ ROMANIA SRL,5,0.6,24,SC Linde Gaz Romania SRL,10.802998284370267
SC UCM RESITA,1992.0,2,28,SC UCM Resita SA,4,0.5,42,SC Ucm Resita SA,7.596894438144544
SC UNIO,2492.25,1,28,SC UNIO SA,5,0.2,42,SC UNIO SA,7.8209411959028134
SCANDBIO,125.6,1,35,Scandbio AB,48,0.375,91,Scandbio AB,4.833102254034098
SCANDINAVIAN AIRLINES SYSTEM,1847408.9166666667,1,51,Scandinavian Airlines System SAS,10,0.1,60,Scandinavian Airlines System,14.429294629732153
SCHAEFER KALK,577572.3,2,23,Schaefer Kalk GmbH & Co. KG,3,0.0,24,Schaefer Kalk,13.266588908347066
SCHAEFFLER TECHNOLOGIES,9319.0,1,35,Schaeffler Technologies AG & Co. KG,6,0.0,34,Schaeffler Technologies AG & Co. KG ,9.139810605785655
SCHMIEDEWERKE GR DITZ,64857.265079365076,3,25,Schmiedewerke Gröditz GmbH,14,0.14285714285714285,34,Schmiedewerke Gröditz GmbH,11.079944212449998
SCHRETTER CIE,206426.4,2,23,Schretter & Cie GmbH & Co KG,13,0.8461538461538461,44,Schretter & Cie GmbH & Co. KG,12.23769921138689
SCHWENK LATVIJA SIA,736930.8,1,23,"SCHWENK Latvija, SIA",6,0.3333333333333333,14,SCHWENK Latvija SIA,13.510249272597605
SCHWENK ZEMENT,2371280.9,4,23,SCHWENK Zement GmbH & Co. KG,9,0.7777777777777778,28,SCHWENK Zement AG,14.678940831248196
SCHWERMETALL HALBZEUGWERK,11164.777777777777,1,24,Schwermetall Halbzeugwerk GmbH & Co.KG,13,1.0,14,Schwermetall Halbzeugwerk GmbH & Co. KG.,9.320519260608002
SEAT S A,100731.79999999999,2,29,"Seat, S.A.",35,0.08571428571428572,34,SEAT; S.A.,11.520216818329336
SECANIM,24603.833333333332,3,10,SecAnim GmbH,53,0.8301886792452831,85,SecAnim,10.110657536339023
SECANIM BIO INDUSTRIES S A U,29532.233333333337,2,10,"Secanim Bio-Industries, S.A.U.",24,0.7916666666666666,90,"Secanim-Bio Industries, S.A.U.",10.29323760118175
SECANIM BRETAGNE,28504.0,2,38,SECANIM BRETAGNE,8,1.0,90,secanim bretagne,10.257799707285672
SECANIM CENTRE,21103.9,1,38,SECANIM Centre,34,0.9411764705882353,90,SecAnim Centre,9.957213136507658
SECANIM SUD EST,10646.1,1,38,SECANIM SUD EST,54,0.9814814814814815,90,Secanim Sud-Est,9.27294890688791
SEEV,10041.1,2,35,SEEV,4,0.0,77,SEEV,9.214441948997258
